,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,완투,결과,홀드,이닝*3,투구수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP,시즌,평균자책점,RA/9,ERC,FIP,LOB,홈런율,삼진율,K9,BB9,HR9,KBB,P/G,P/IP,P/PA,PFR,CYP
717,717,717,717,717,20160629SSLT0,2016-06-29,SS,LT,0,T,0,L,2,25,166,36,34,12,2,0,0,5,3,0,0,2,0,0,7,0,1,0,0,5,4,1.714285714,1.68,1.875,2016,5.747043701799487,6.149614395886887,5.753182185404753,5.685807572584017,0.6743002544529262,0.03302689819543752,0.16241062308478038,6.62159383033419,3.734190231362468,1.3465295629820049,1.7732342007434945,155.72602739726028,17.534190231362466,3.866666666666666,1.1552699228791774,-11.133333333333312
718,718,718,718,718,20160630HHWO0,2016-06-30,WO,HH,0,B,0,W,0,27,171,45,38,13,1,0,0,0,0,0,1,5,0,1,8,1,0,0,0,5,5,0.818181818,1.384615385,2.625,2016,4.798151001540832,5.228043143297381,4.7257493477036085,4.899559399598884,0.6815099457504521,0.023884791008078686,0.15279241306638566,6.03235747303544,2.9399075500770406,0.9429892141756548,2.05188679245283,148.98630136986299,16.758089368258858,3.820161573586232,0.9969183359013868,60.0
719,719,719,719,719,20160630HHWO0,2016-06-30,HH,WO,0,T,0,L,0,24,138,40,36,14,3,0,0,0,1,0,0,3,0,1,5,1,1,0,0,11,11,6.0,3.666666667,2.25,2016,5.879373368146213,6.612532637075717,5.859776110482299,5.653106732913443,0.6470356509749853,0.0268251273344652,0.16468590831918506,6.838120104438643,4.878328981723239,1.1138381201044387,1.4017341040462428,165.18309859154928,18.37284595300261,3.968866328257191,1.3174934725848564,-21.333333333333314
720,720,720,720,720,20160630LGHT0,2016-06-30,HT,LG,0,B,0,L,1,33,201,54,47,16,1,0,2,2,0,0,1,6,0,0,5,1,3,0,0,10,10,1.25,2.307692308,1.5,2016,4.932554434413171,5.463090812533191,5.111964713692167,4.9983837684755485,0.6867779204107831,0.02226148409893993,0.1646643109540636,6.681890600106215,3.828465215082317,0.9033457249070632,1.7453183520599251,155.52112676056342,17.59214020180563,3.88939767523776,1.1821561338289963,49.433333333333316
721,721,721,721,721,20160630LGHT0,2016-06-30,LG,HT,0,T,0,W,0,33,195,48,42,9,1,1,2,0,0,0,0,5,0,1,11,0,0,0,0,9,9,3.6,1.615384615,1.363636364,2016,5.158121964382083,5.697247706422019,4.989267031683076,5.0246952514262215,0.663364204178333,0.020253164556962026,0.15406871609403255,6.207231516459795,3.6281705342687536,0.8159740960604426,1.7108433734939756,151.57971014492753,16.933081489476525,3.7608773822366057,1.1187263896384243,28.433333333333316
722,722,722,722,722,20160630NCOB0,2016-06-30,OB,NC,0,B,1,W,0,27,139,31,27,0,0,0,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0,0.0,0.2,0.75,2016,4.143222506393862,4.529923273657289,4.499656339102026,4.681651069253952,0.7320071524362987,0.022035676810073453,0.18712836656173487,7.388746803069054,3.3560102301790287,0.870076726342711,2.20164609053498,152.54794520547946,17.08849104859335,3.889626266154384,1.2000000000000002,129.33333333333331
723,723,723,723,723,20160630NCOB0,2016-06-30,NC,OB,0,T,0,L,0,24,173,38,31,9,2,0,0,0,0,1,0,6,0,0,7,0,1,0,0,4,4,3.0,2.357142857,1.333333333,2016,4.352459016393444,4.736065573770492,4.305326895100388,4.602719368277052,0.7103165015704277,0.021739130434782608,0.20952023988006,8.247540983606557,3.4819672131147543,0.8557377049180328,2.3686440677966103,153.97058823529414,17.16393442622951,3.9213483146067416,1.3065573770491803,107.9
724,724,724,724,724,20160630SKKT0,2016-06-30,KT,SK,0,B,0,W,1,27,150,39,36,10,1,0,2,0,0,0,0,1,0,2,8,2,0,0,0,5,5,0.75,1.0,1.2,2016,5.477459016393444,6.099897540983608,5.552446819274559,5.316243958440987,0.6621374974650172,0.025952140208965285,0.1577350859453994,6.4733606557377055,3.7207991803278686,1.0650614754098362,1.7397769516728625,163.59722222222226,18.10297131147541,3.960659045057162,1.1434426229508197,5.1333333333333115
725,725,725,725,725,20160630SKKT0,2016-06-30,SK,KT,0,T,0,L,0,24,140,37,31,12,1,0,2,1,0,2,0,4,0,0,6,1,1,1,0,10,10,2.333333333,2.333333333,2.5714285709999998,2016,4.289205702647658,4.949083503054991,4.5297971627821365,5.1708690126962695,0.7109933164323577,0.02729181245626312,0.17004898530440868,6.681262729124238,3.436863543788188,1.0723014256619146,1.944,145.9594594594594,16.49847250509165,3.768667131891137,1.1364562118126271,101.93333333333331
726,726,726,726,726,20160630SSLT0,2016-06-30,LT,SS,0,B,0,W,0,30,195,48,40,11,3,1,0,0,1,1,0,6,0,1,12,1,0,0,1,6,6,2.0,1.5,1.5,2016,5.5550913838120115,5.992167101827676,5.430490453988933,5.242662868683678,0.6723768736616702,0.029493407356002775,0.19083969465648856,7.754569190600523,3.8772845953002615,1.1984334203655354,2.0,157.82191780821918,18.048563968668407,3.978245856353591,1.3143603133159267,14.166666666666686
727,727,727,727,727,20160630SSLT0,2016-06-30,SS,LT,0,T,0,L,1,28,158,40,38,12,2,0,3,0,0,0,0,2,0,0,13,1,0,0,0,7,7,6.0,1.2272727270000001,1.5,2016,5.728934010152285,6.14010152284264,5.749811526219911,5.649353303535436,0.6738403677392394,0.032626976118398925,0.16279852001345446,6.633502538071068,3.714213197969544,1.3294416243654823,1.7859778597785978,155.86486486486487,17.564467005076143,3.875672043010753,1.154314720812183,-10.266666666666687
728,728,728,728,728,20160701HTWO0,2016-07-01,WO,HT,0,B,0,W,0,27,166,46,38,14,1,1,1,0,0,0,2,6,0,0,8,1,2,0,0,7,7,2.5714285709999998,1.333333333,3.0,2016,4.800911854103344,5.224924012158055,4.753905541594673,4.887192934473673,0.6826731577782695,0.02351313969571231,0.15318118948824344,6.0592705167173255,2.9680851063829783,0.9300911854103344,2.0414746543778803,149.28378378378378,16.788753799392094,3.8198478561549103,1.0030395136778116,61.3
729,729,729,729,729,20160701HTWO0,2016-07-01,HT,WO,0,T,0,L,0,24,175,41,36,16,2,0,3,0,1,0,3,2,0,0,3,0,0,0,0,10,10,2.5,3.5,2.625,2016,4.9885177453027145,5.509916492693112,5.15821225154195,5.030518060908558,0.6855345911949685,0.022538141470180302,0.16331484049930653,6.637265135699374,3.8470772442588728,0.9159707724425888,1.7252747252747254,156.15277777777774,17.603862212943632,3.886277220877981,1.1790187891440502,45.433333333333316
730,730,730,730,730,20160702HTWO0,2016-07-02,WO,HT,0,B,0,W,1,27,136,37,37,10,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,5,5,0.0,0.833333333,1.5,2016,4.830584707646177,5.248875562218891,4.801385312219656,4.8946504519155605,0.6830008673026886,0.0234853641933288,0.15350578624914907,6.085457271364317,3.008995502248877,0.9310344827586208,2.0224215246636765,149.50666666666666,16.811094452773613,3.816541865214432,1.0104947526236885,60.6
731,731,731,731,731,20160702HTWO0,2016-07-02,HT,WO,0,T,0,L,0,24,177,42,34,13,1,1,0,2,1,0,1,7,0,0,8,0,1,0,0,8,8,1.9090909090000001,2.25,3.428571429,2016,5.0659793814433,5.580927835051547,5.23633071627348,5.075273027225844,0.684025625129159,0.023247863247863248,0.16205128205128205,6.596907216494846,3.8273195876288666,0.9463917525773196,1.7236363636363636,156.4109589041096,17.656701030927838,3.8916155419222895,1.1721649484536083,39.73333333333331
732,732,732,732,732,20160702OBHH0,2016-07-02,HH,OB,0,B,0,L,0,27,134,39,32,11,1,0,1,1,1,0,0,7,0,0,5,3,1,0,0,4,4,1.333333333,2.086956522,1.0,2016,5.959773078906653,6.6838576585869,5.888915579946293,5.632932677486633,0.6425391910199342,0.02646566164154104,0.16415410385259632,6.823104693140794,4.859721505930891,1.1000515729757607,1.4040114613180517,164.80555555555554,18.35894791129448,3.9619365609348924,1.3135636926250644,-27.833333333333314
733,733,733,733,733,20160702OBHH0,2016-07-02,OB,HH,0,T,0,W,0,27,141,36,29,6,1,0,0,1,0,1,1,5,0,0,5,1,0,0,0,1,1,0.545454545,1.142857143,4.8,2016,4.086781029263372,4.468213925327952,4.406188865694848,4.660194017166235,0.7331998219848688,0.02179930795847751,0.18823529411764706,7.4106962663975775,3.351160443995964,0.8582240161453079,2.2113821138211383,152.36486486486487,17.06609485368315,3.895991706979959,1.2018163471241172,135.73333333333332
734,734,734,734,734,20160702SKLG0,2016-07-02,LG,SK,0,B,0,L,2,27,146,35,34,8,0,0,2,3,0,0,0,1,0,0,5,0,1,0,0,4,4,0.5,1.0,1.333333333,2016,5.196712619300106,5.726405090137857,4.971496977955555,5.037792295627852,0.6611394557823129,0.020618556701030927,0.15535015997156065,6.25609756097561,3.63626723223754,0.8303287380699894,1.7204724409448815,152.2,16.94697773064687,3.7659950512548614,1.1246023329798516,27.033333333333317
735,735,735,735,735,20160702SKLG0,2016-07-02,SK,LG,0,T,0,W,0,27,171,38,35,8,1,0,0,1,0,0,0,3,0,0,5,1,1,1,0,2,1,0.9,1.222222222,1.125,2016,4.373239436619719,5.0251509054325965,4.579354471558943,5.193231292280087,0.7071509648127128,0.027633851468048358,0.1699481865284974,6.682092555331992,3.449698189134809,1.0865191146881288,1.937007874015748,145.88,16.510563380281695,3.7688598002066813,1.1378269617706238,96.53333333333332
736,736,736,736,736,20160703HTWO0,2016-07-03,WO,HT,0,B,0,W,0,33,206,52,46,16,0,0,2,1,0,1,1,4,0,0,9,2,0,0,0,6,6,0.923076923,1.8181818180000002,2.7,2016,4.832840236686391,5.245562130177515,4.8119176270449024,4.935933065046865,0.6851532153646958,0.024537815126050414,0.15394957983193278,6.097633136094675,2.9689349112426036,0.9718934911242604,2.0538116591928253,149.32894736842104,16.78846153846154,3.8147899159663865,1.007396449704142,61.8
737,737,737,737,737,20160703HTWO0,2016-07-03,HT,WO,0,T,0,L,0,30,207,50,37,12,1,1,0,4,1,0,0,11,1,2,5,2,1,1,1,7,4,1.5,2.3,2.7,2016,5.114052953156824,5.622708757637475,5.2801771735236285,5.0669993589284505,0.6823243571573193,0.02291877317155376,0.16245365689248398,6.6262729124236275,3.8767820773930763,0.9348268839103872,1.7092198581560285,156.6891891891892,17.711303462321798,3.8961693548387095,1.1807535641547862,36.53333333333332
738,738,738,738,738,20160703SKLG0,2016-07-03,LG,SK,0,B,0,L,0,27,152,48,41,17,2,1,1,1,0,1,2,4,0,0,6,0,2,0,0,9,8,1.058823529,3.0,2.1,2016,5.179822268687925,5.702038682697334,4.946857622272411,5.0497401835787405,0.6620908130939809,0.02106741573033708,0.15519662921348315,6.238369053842133,3.5990590695243077,0.8468374281233665,1.7333333333333334,152.11267605633802,16.93674856246733,3.7709497206703912,1.1181390486147411,28.033333333333317
739,739,739,739,739,20160703SKLG0,2016-07-03,SK,LG,0,T,0,W,2,27,173,44,37,12,2,1,1,3,1,0,1,5,0,1,8,0,0,0,0,7,7,1.6666666669999999,1.071428571,2.0,2016,4.328039702233252,4.984615384615385,4.547810633239481,5.172714893640108,0.7085201793721974,0.027275826798499832,0.16945107398568018,6.6595533498759325,3.4436724565756824,1.0719602977667493,1.933852140077821,146.21052631578948,16.5439205955335,3.778306698401904,1.1344913151364764,101.53333333333332
740,740,740,740,740,20160705LGSS0,2016-07-05,SS,LG,0,B,0,W,0,27,137,37,33,7,4,0,0,0,0,0,1,2,0,1,5,0,0,0,0,3,3,0.75,0.0,0.272727273,2016,5.743243243243242,6.148648648648647,5.765051660737328,5.651589549934119,0.6742502585315409,0.03318951211417192,0.16495187520743446,6.716216216216216,3.689189189189189,1.3513513513513509,1.8205128205128205,155.89333333333337,17.555555555555557,3.876657824933687,1.1606606606606606,-11.299999999999997
741,741,741,741,741,20160705LGSS0,2016-07-05,LG,SS,0,T,0,L,0,24,136,39,34,9,1,0,2,1,0,0,0,4,0,1,4,1,0,0,1,7,7,1.5,15.0,2.5714285709999998,2016,5.219072164948454,5.747938144329897,5.006796198276592,5.052077150937183,0.6610800744878957,0.021063535911602208,0.15469613259668508,6.2350515463917535,3.604639175257732,0.8489690721649485,1.7297297297297298,152.11111111111111,16.936082474226804,3.7609890109890114,1.118041237113402,25.13333333333331
742,742,742,742,742,20160706HHSK0,2016-07-06,SK,HH,0,B,0,L,0,27,213,51,42,16,3,1,1,3,0,0,0,8,0,1,6,0,1,0,0,13,13,3.3,3.230769231,4.125,2016,4.363369245837415,5.011263467189031,4.579649086224462,5.1762474105371306,0.7076821483601144,0.02720859926100101,0.16963385959019148,6.677277179236044,3.464250734573948,1.0710088148873649,1.9274809160305344,146.55844155844156,16.579333986287953,3.780569514237856,1.1385896180215476,100.83333333333331
743,743,743,743,743,20160706HHSK0,2016-07-06,HH,SK,0,T,0,W,0,27,128,34,31,6,0,0,1,0,0,0,1,2,0,0,8,1,0,0,1,2,2,1.5,1.5,1.0,2016,5.932858596134283,6.646998982706003,5.912344075385711,5.644014833814134,0.6457142857142857,0.026455026455026454,0.1636904761904762,6.798067141403866,4.8891149542217684,1.0986775178026449,1.3904494382022472,164.3835616438356,18.311291963377414,3.955174686882004,1.3138351983723295,-26.833333333333314
744,744,744,744,744,20160706HTKT0,2016-07-06,KT,HT,0,B,0,L,0,27,187,42,33,10,1,0,1,3,1,1,0,7,0,1,9,2,0,0,0,7,7,3.0,2.4,1.8,2016,5.470944921677615,6.084891359272361,5.549353461553748,5.32399439540617,0.6633881975110397,0.026280771789753826,0.15834996673320026,6.494188984335524,3.6836786255684695,1.0778170793329966,1.7629629629629633,163.4109589041096,18.083375442142497,3.959176900099569,1.1414855987872663,6.433333333333316
745,745,745,745,745,20160706HTKT0,2016-07-06,HT,KT,0,T,0,W,0,27,128,37,34,8,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0,0,0.5,2.0,3.0,2016,5.091273821464394,5.632898696088265,5.322570514882387,5.086651492518629,0.6832543443917852,0.02254641909814324,0.16147214854111405,6.594282848545637,3.953861584754263,0.9207622868605818,1.6678082191780816,157.36,17.756268806419254,3.900198281559815,1.1870611835506522,38.03333333333332
746,746,746,746,746,20160706LTNC0,2016-07-06,NC,LT,0,B,0,W,0,27,152,39,35,9,1,1,0,0,0,0,1,2,0,1,6,1,1,0,0,3,3,1.0,1.333333333,0.6,2016,4.354368932038835,4.733009708737863,4.317205022156574,4.598453890002342,0.7107261509254865,0.021433850702143386,0.20916481892091648,8.242718446601941,3.5242718446601944,0.8446601941747572,2.3388429752066116,154.2463768115942,17.22168284789644,3.9302067946824235,1.3106796116504855,108.6
747,747,747,747,747,20160706LTNC0,2016-07-06,LT,NC,0,T,0,L,0,24,183,40,36,12,1,0,3,0,0,0,0,3,0,1,6,0,1,0,0,12,12,5.25,2.5714285709999998,1.2,2016,5.552699228791774,5.983033419023139,5.419944476867245,5.21537055458916,0.6722689075630253,0.02901023890784983,0.19180887372013647,7.801542416452443,3.900771208226221,1.179948586118252,2.0,158.32432432432432,18.070951156812338,3.979619565217391,1.3218508997429306,15.366666666666688
748,748,748,748,748,20160706WOOB0,2016-07-06,OB,WO,0,B,0,L,0,27,171,41,35,9,2,1,0,0,0,0,0,6,0,0,5,1,0,0,0,6,6,3.0,1.5,1.363636364,2016,4.045296167247386,4.421602787456446,4.374730899127984,4.65573979276032,0.7353264453726094,0.0215311004784689,0.18762816131237184,7.378297660527626,3.37332005973121,0.8466898954703833,2.187250996015936,152.21333333333334,17.047287207565955,3.8962457337883967,1.2005973120955702,140.73333333333332
749,749,749,749,749,20160706WOOB0,2016-07-06,WO,OB,0,T,0,W,0,27,190,44,38,10,3,0,1,1,0,0,0,5,0,1,10,0,0,0,0,5,5,0.9,1.9090909090000001,2.25,2016,4.834061135371179,5.240174672489083,4.848015374511492,4.946428056563018,0.6875,0.024777006937561945,0.1542781631978857,6.1179039301310025,2.9737991266375547,0.9825327510917032,2.05726872246696,150.0649350649351,16.819505094614264,3.8173108688470423,1.01018922852984,63.2
750,750,750,750,750,20160707HHSK0,2016-07-07,SK,HH,0,B,0,L,0,27,157,46,44,18,2,1,4,0,1,0,0,2,0,0,8,1,0,1,0,14,6,10.5,1.636363636,2.625,2016,4.476075398743356,5.115514741420976,4.660027370156478,5.198537416118331,0.702638918686977,0.027080581241743725,0.1687582562747688,6.668438859352344,3.5234412759787337,1.070082165297245,1.8925925925925928,147.4102564102564,16.67182213629773,3.787220026350461,1.1440309328177865,92.93333333333331
751,751,751,751,751,20160707HHSK0,2016-07-07,HH,SK,0,T,0,W,0,27,118,40,37,13,3,0,1,0,0,2,0,1,0,0,7,1,0,0,0,4,3,0.75,1.571428571,2.25,2016,5.879578524836929,6.5840441545408925,5.849527461581638,5.623186083748415,0.6473594548551961,0.02648790058862001,0.1644865925441465,6.814350225790267,4.849974912192674,1.097340692423482,1.405027932960894,163.8918918918919,18.255895634721526,3.9530638852672753,1.3110888108379326,-22.533333333333317
752,752,752,752,752,20160707HTKT0,2016-07-07,KT,HT,0,B,0,L,0,27,153,42,32,10,3,0,0,0,0,3,1,5,0,1,5,1,1,0,0,5,2,1.5,2.727272727,1.2,2016,5.491525423728813,6.097208374875375,5.567223054649472,5.331536196480965,0.6633761105626851,0.026246719160104987,0.1591207349081365,6.527916251246261,3.7283150548354937,1.0767696909272184,1.7509025270758125,163.72972972972974,18.11964107676969,3.965957446808511,1.150049850448654,4.833333333333314
753,753,753,753,753,20160707HTKT0,2016-07-07,HT,KT,0,T,0,W,0,27,122,32,30,3,1,0,1,1,0,0,1,1,0,0,5,0,0,0,0,2,1,0.6,0.0,1.0,2016,5.023255813953488,5.5576447303315195,5.2813623910981695,5.064651052802649,0.6866575503027935,0.02227317392728464,0.16148051097281366,6.586343394359227,3.9411182582879767,0.9084611578426519,1.6711864406779662,156.9736842105263,17.709054923305295,3.894874306235717,1.1845620979713014,44.13333333333331
754,754,754,754,754,20160707LGSS0,2016-07-07,SS,LG,0,B,0,W,3,27,196,45,39,14,5,0,3,2,1,0,0,5,0,1,3,1,0,0,0,11,11,3.0,2.347826087,2.25,2016,5.706666666666668,6.1066666666666665,5.705869734250465,5.6250630234075905,0.6745138178096213,0.032786885245901634,0.16459016393442624,6.6933333333333325,3.6666666666666665,1.3333333333333333,1.8254545454545448,155.64473684210526,17.524444444444445,3.874549623321324,1.1555555555555554,-8.299999999999997
755,755,755,755,755,20160707LGSS0,2016-07-07,LG,SS,0,T,0,L,3,24,167,43,35,15,6,0,3,0,0,1,2,3,0,2,5,0,2,0,0,12,12,2.1818181819999998,1.772727273,3.428571429,2016,5.251527494908351,5.773930753564155,5.024289940515175,5.086856792737003,0.6606668030272039,0.02146507666098808,0.15400340715502556,6.213849287169044,3.6155804480651734,0.8660896130346232,1.7186311787072244,151.89041095890408,16.93686354378819,3.757370382921044,1.1165987780040734,22.533333333333317
756,756,756,756,756,20160707LTNC0,2016-07-07,NC,LT,0,B,0,W,1,27,142,37,35,9,2,0,2,0,0,0,0,2,0,0,12,1,0,0,0,4,4,1.0,1.8,0.6,2016,4.334928229665072,4.708133971291867,4.2966288081125485,4.5818236117471285,0.7112774918109499,0.02112932604735884,0.20837887067395264,8.210526315789473,3.502392344497608,0.8325358851674641,2.3442622950819683,154.21428571428572,17.216905901116426,3.929741536221332,1.3046251993620417,111.7
757,757,757,757,757,20160707LTNC0,2016-07-07,LT,NC,0,T,0,L,0,24,132,36,30,8,3,0,1,1,0,1,1,2,0,2,5,0,0,0,0,8,8,4.2,1.125,0.666666667,2016,5.6495683087861845,6.074657186389032,5.467989744125434,5.257213203043807,0.668188420834198,0.02962962962962963,0.19124579124579125,7.788725241239207,3.8943626206196034,1.2067039106145252,2.0,158.65333333333334,18.129507364144235,3.9876005361930296,1.319451498222448,7.966666666666683
758,758,758,758,758,20160707WOOB0,2016-07-07,OB,WO,0,B,0,W,0,27,114,35,34,7,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0.666666667,0.857142857,0.6,2016,4.071218074656189,4.442534381139488,4.3726094490520335,4.65582413815692,0.7331314878892734,0.021233569261880688,0.1867205931917762,7.346758349705305,3.408153241650295,0.8354616895874264,2.1556420233463034,152.46052631578948,17.07318271119843,3.9000336587007736,1.200884086444008,139.73333333333332
759,759,759,759,759,20160707WOOB0,2016-07-07,WO,OB,0,T,0,L,0,24,131,33,29,10,2,2,0,1,2,1,2,0,0,1,4,0,0,0,0,4,4,0.333333333,1.263157895,1.0,2016,4.836206896551723,5.237068965517241,4.855679980406247,4.9470617462683855,0.6885040684331316,0.02474763920547053,0.15532399869749267,6.168103448275862,3.0,0.9827586206896552,2.056034482758621,150.5769230769231,16.875,3.82448713774015,1.0186781609195403,64.7
760,760,760,760,760,20160708HTOB0,2016-07-08,OB,HT,0,B,0,L,0,27,187,47,42,18,2,0,3,2,0,1,0,4,0,0,5,2,1,0,0,12,12,2.4,2.5714285709999998,2.625,2016,4.031022782355793,4.3974793989335925,4.3262369673401615,4.637001767774839,0.7343481989708405,0.02098600932711525,0.18587608261159227,7.302956858943286,3.376635967038294,0.8245273873000485,2.1627906976744184,151.96103896103898,17.015511391177895,3.8925482368596143,1.1924381968007756,144.63333333333333
761,761,761,761,761,20160708HTOB0,2016-07-08,HT,OB,0,T,0,W,0,27,153,37,35,9,2,1,1,1,0,0,0,2,0,0,4,1,0,0,0,6,6,3.0,0.5,1.0,2016,4.97021484375,5.5107421875,5.19513322553545,5.05641429655574,0.6868667186282149,0.022366288492706644,0.1614262560777958,6.5654296875,3.90234375,0.90966796875,1.6824324324324325,156.51948051948048,17.654296875,3.8940226171243935,1.177734375,49.13333333333331
762,762,762,762,762,20160708KTSK0,2016-07-08,SK,KT,0,B,0,W,0,27,119,35,32,9,1,0,0,1,0,0,1,2,0,0,4,2,0,0,0,3,3,0.75,0.666666667,0.25,2016,4.495706106870228,5.229961832061068,4.7503179014847365,5.240291324227496,0.6982886118740756,0.02797657774886142,0.16883539362394276,6.685591603053435,3.50381679389313,1.1078244274809161,1.9080882352941173,147.53164556962025,16.681774809160306,3.7816353017521087,1.1436068702290076,92.23333333333332
763,763,763,763,763,20160708KTSK0,2016-07-08,KT,SK,0,T,0,L,0,24,166,38,33,10,4,0,2,4,0,0,0,5,0,0,9,2,0,0,0,8,7,2.666666667,4.5,1.5,2016,5.445154943433349,6.082636497786522,5.557273414968805,5.322645505053036,0.6637512147716229,0.025889967637540454,0.15857605177993528,6.507624200688637,3.7452041318248894,1.0624692572552878,1.7375886524822697,163.58666666666667,18.104771273979345,3.9615757184371967,1.1495327102803738,7.833333333333314
764,764,764,764,764,20160708LGLT0,2016-07-08,LT,LG,0,B,0,W,0,27,155,38,35,9,4,0,1,3,0,0,1,2,0,0,4,0,0,0,0,5,5,2.142857143,1.263157895,1.0,2016,5.689914701455092,6.1098845960862995,5.45483333961913,5.261921658259203,0.6650246305418719,0.029607451763140388,0.1906187624750499,7.762669342699446,3.8745609633718012,1.2057200200702458,2.003496503496504,158.30263157894737,18.109884596086303,3.9837748344370874,1.3140993477170095,4.466666666666683
765,765,765,765,765,20160708LGLT0,2016-07-08,LG,LT,0,T,0,L,0,24,140,36,32,10,2,1,0,1,0,2,0,2,0,0,3,1,0,0,0,8,5,1.5,1.894736842,2.5,2016,5.351106639839036,5.867203219315896,5.110003206211216,5.137396282219725,0.6582125603864735,0.02216252518468771,0.15345869711215582,6.206740442655938,3.612676056338029,0.8963782696177063,1.718045112781955,152.09459459459458,16.98440643863179,3.759185036740147,1.1151911468812878,15.033333333333317
766,766,766,766,766,20160708NCWO0,2016-07-08,WO,NC,0,B,0,L,0,27,161,42,39,11,2,0,2,0,0,0,0,3,0,0,8,0,1,0,0,11,7,3.0,4.8,2.625,2016,4.832386363636363,5.228693181818182,4.843532723721591,4.926620262464832,0.6879125412541254,0.024484536082474227,0.15496134020618554,6.1491477272727275,2.9659090909090917,0.9715909090909092,2.0732758620689653,150.32911392405063,16.869318181818183,3.826030927835052,1.0127840909090908,65.1
767,767,767,767,767,20160708NCWO0,2016-07-08,NC,WO,0,T,0,W,2,27,178,43,39,13,2,0,3,1,0,0,1,3,0,0,4,1,0,0,0,9,9,2.0,0.6,2.625,2016,4.330188679245283,4.69811320754717,4.296271798755692,4.5829595992286976,0.7126303592120509,0.02156721782890008,0.20992092020129396,8.264150943396226,3.4811320754716983,0.8490566037735849,2.3739837398373984,154.04225352112675,17.196540880503143,3.9285201149425286,1.3081761006289307,114.4
768,768,768,768,768,20160708SSHH0,2016-07-08,HH,SS,0,B,0,W,0,27,174,42,33,8,1,0,0,0,0,1,0,7,0,1,6,1,0,0,0,3,3,1.363636364,1.857142857,2.625,2016,5.841089108910892,6.5495049504950495,5.845958896746818,5.601428993337919,0.6490834268612046,0.026468689477081992,0.1646223369916075,6.816831683168317,4.798514851485149,1.0960396039603961,1.4206128133704736,163.28,18.187128712871285,3.94015444015444,1.3054455445544553,-19.333333333333314
769,769,769,769,769,20160708SSHH0,2016-07-08,SS,HH,0,T,0,L,0,24,131,35,33,9,2,0,3,0,0,0,0,1,0,1,3,0,0,0,0,6,6,1.5,1.5789473680000001,0.666666667,2016,5.776315789473684,6.171052631578947,5.767383413959769,5.675257955181472,0.6728444802578566,0.03327948303715672,0.1631663974151858,6.644736842105262,3.6842105263157885,1.3552631578947372,1.8035714285714288,156.16883116883116,17.580409356725145,3.881536475145255,1.152046783625731,-13.5
770,770,770,770,770,20160709HTOB0,2016-07-09,OB,HT,0,B,0,W,2,30,172,44,41,13,1,0,1,2,1,1,0,2,0,0,8,1,0,0,0,6,6,0.666666667,1.4482758619999998,1.0909090909999999,2016,4.133971291866029,4.495693779904307,4.420653399103871,4.684694425144257,0.7311171891436987,0.02164644145621515,0.18465070514922927,7.273205741626795,3.384688995215311,0.8526315789473684,2.148854961832061,152.4102564102564,17.064114832535886,3.893874877169997,1.189952153110048,137.63333333333333
771,771,771,771,771,20160709HTOB0,2016-07-09,HT,OB,0,T,0,L,1,29,183,46,36,9,1,0,1,1,0,1,0,9,0,0,5,1,0,0,0,7,6,2.142857143,1.4444444440000002,3.0,2016,4.983614457831326,5.51710843373494,5.171470856252594,5.055620810109957,0.6853281853281853,0.02242152466367713,0.16079436258808455,6.532048192771084,3.877590361445784,0.910843373493976,1.6845637583892616,156.47435897435898,17.645783132530124,3.896871008939976,1.1710843373493978,49.03333333333332
772,772,772,772,772,20160709KTSK0,2016-07-09,SK,KT,0,B,0,L,0,27,175,46,38,13,3,0,0,2,1,1,0,7,0,0,4,0,0,0,1,8,4,1.615384615,1.941176471,2.333333333,2016,4.476683937823834,5.20160150730099,4.725748319677648,5.2188070264780215,0.6986215538847118,0.0276616275329688,0.16822129302026376,6.6514366462553,3.4846914743287805,1.0937352802637776,1.9087591240875912,147.175,16.63777673104098,3.7773500160410647,1.1375412152614226,95.13333333333331
773,773,773,773,773,20160709KTSK0,2016-07-09,KT,SK,0,T,0,W,2,27,170,48,37,11,1,0,2,2,1,0,0,7,0,4,8,0,0,0,1,6,6,0.9,1.5,1.6666666669999999,2016,5.4735051045211485,6.116674769081187,5.580339822057018,5.33811151185715,0.6626968882059162,0.0262148337595908,0.15952685421994886,6.54982984929509,3.7671366067087995,1.0763247447739428,1.7386759581881532,163.6184210526316,18.135634419056878,3.9665071770334928,1.1565386485172582,5.733333333333313
