,게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수코드,선발,구원,완투,종료,결과_x,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP,결과_y
4212,20160806NCHH0,20160806,NC,HH,0,T,64960,0,1,0,1, ,0,3,25,6,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.5,0.0,3.0,1
4214,20160806NCHH0,20160806,HH,NC,0,B,74731,0,1,0,0, ,0,4,25,7,7,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6.0,0.0,6.0,0
4215,20160806NCHH0,20160806,HH,NC,0,B,74748,0,1,0,1, ,0,12,60,16,15,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.0,0.0,0.6,0
4216,20160806NCHH0,20160806,NC,HH,0,T,75852,0,1,0,0, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4217,20160806NCHH0,20160806,NC,HH,0,T,75867,0,1,0,0, ,0,3,22,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.0,0.0,1
4218,20160806NCHH0,20160806,NC,HH,0,T,76118,0,1,0,0, ,0,3,13,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1
4219,20160806NCHH0,20160806,HH,NC,0,B,79758,0,1,0,0, ,0,8,47,13,12,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,4,1.0,0.0,1.5,0
4220,20160806OBLT0,20160806,LT,OB,0,B,60559,0,1,0,0, ,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4221,20160806OBLT0,20160806,OB,LT,0,T,61214,0,1,0,0, ,0,3,41,7,6,3,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,4,4,9.0,0.0,6.0,0
4222,20160806OBLT0,20160806,OB,LT,0,T,61295,0,1,0,0, ,0,2,13,5,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.5,0.0,0.0,0
4223,20160806OBLT0,20160806,LT,OB,0,B,62655,0,1,0,0, ,0,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4224,20160806OBLT0,20160806,OB,LT,0,T,63248,0,1,0,1, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0
4225,20160806OBLT0,20160806,LT,OB,0,B,64596,0,1,0,0, ,0,1,8,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4226,20160806OBLT0,20160806,OB,LT,0,T,66201,0,1,0,0, ,0,6,24,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0
4229,20160806OBLT0,20160806,LT,OB,0,B,78552,0,1,0,1, ,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4230,20160806SKWO0,20160806,WO,SK,0,B,60339,0,1,0,0, ,0,4,27,7,5,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1.5,1.5,0.0,0
4231,20160806SKWO0,20160806,SK,WO,0,T,61895,0,1,0,0, ,1,1,10,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0.0,1
4233,20160806SKWO0,20160806,SK,WO,0,T,71845,0,1,0,0, ,1,5,18,5,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,1.2,6.0,1
4234,20160806SKWO0,20160806,WO,SK,0,B,72749,0,1,0,0, ,0,3,12,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.5,0
4235,20160806SKWO0,20160806,WO,SK,0,B,74359,0,1,0,0,L,0,2,10,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,0.0,0
4236,20160806SKWO0,20160806,WO,SK,0,B,75258,0,1,0,1, ,0,3,27,6,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0
4237,20160806SKWO0,20160806,WO,SK,0,B,75342,0,1,0,0, ,0,4,26,5,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.75,1.5,0
4239,20160806SKWO0,20160806,WO,SK,0,B,76430,0,1,0,0, ,0,3,28,7,5,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,3.0,4.0,3.0,0
4240,20160806SKWO0,20160806,SK,WO,0,T,76858,0,1,0,1,S,0,3,19,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,1
4241,20160807HTSS0,20160807,SS,HT,0,B,61365,0,1,0,0,W,0,5,27,7,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.2,0.0,1
4242,20160807HTSS0,20160807,SS,HT,0,B,61411,0,1,0,1, ,0,2,14,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,1.5,1
4243,20160807HTSS0,20160807,HT,SS,0,T,63638,0,1,0,0, ,0,1,8,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0
4244,20160807HTSS0,20160807,HT,SS,0,T,65696,0,1,0,1, ,0,4,16,7,7,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1.0,0.0,1.5,0
4246,20160807HTSS0,20160807,HT,SS,0,T,72523,0,1,0,0, ,0,3,23,6,5,2,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,3.0,3.0,6.0,0
4247,20160807HTSS0,20160807,SS,HT,0,B,77446,0,1,0,0, ,0,1,21,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0.0,0.0,0.0,1
4248,20160807HTSS0,20160807,SS,HT,0,B,77927,0,1,0,0, ,1,7,32,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
4250,20160807HTSS0,20160807,HT,SS,0,T,97336,0,1,0,0, ,0,3,17,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1.5,2.0,0.0,0
4251,20160807KTLG0,20160807,LG,KT,0,B,60146,0,1,0,1, ,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4252,20160807KTLG0,20160807,LG,KT,0,B,62463,0,1,0,0, ,0,2,14,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,1
4253,20160807KTLG0,20160807,KT,LG,0,T,64001,0,1,0,1, ,0,3,27,6,4,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,1.0,0.0,1.5,0
4254,20160807KTLG0,20160807,KT,LG,0,T,64017,0,1,0,0, ,0,3,21,6,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0
4255,20160807KTLG0,20160807,KT,LG,0,T,65056,0,1,0,0, ,0,2,25,6,5,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,2,9.0,12.0,6.0,0
4256,20160807KTLG0,20160807,KT,LG,0,T,65057,0,1,0,0, ,0,2,27,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.5,0.0,0.0,0
4259,20160807KTLG0,20160807,LG,KT,0,B,76650,0,1,0,0, ,0,2,10,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,0.0,6.0,1
4260,20160807KTLG0,20160807,KT,LG,0,T,79191,0,1,0,0, ,0,7,26,10,7,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,3.0,2.0,1.0,0
4261,20160807KTLG0,20160807,LG,KT,0,B,96462,0,1,0,0, ,1,3,17,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
4263,20160807NCHH0,20160807,NC,HH,0,T,63950,0,1,0,0, ,0,3,17,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,0
4264,20160807NCHH0,20160807,NC,HH,0,T,65933,0,1,0,1, ,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0
4265,20160807NCHH0,20160807,HH,NC,0,B,72447,0,1,0,0,W,0,5,31,7,5,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1.5,1.8,6.0,1
4267,20160807NCHH0,20160807,HH,NC,0,B,74167,0,1,0,0, ,1,4,22,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.0,0.0,0.0,1
4268,20160807NCHH0,20160807,HH,NC,0,B,74857,0,1,0,1, ,0,4,38,8,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.5,0.0,6.0,1
4269,20160807NCHH0,20160807,NC,HH,0,T,76118,0,1,0,0, ,0,3,15,6,6,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2.0,9.0,0.0,0
4270,20160807NCHH0,20160807,NC,HH,0,T,78352,0,1,0,0, ,0,1,18,6,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,6.0,0.0,0.0,0
4271,20160807NCHH0,20160807,HH,NC,0,B,78760,0,1,0,0, ,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4272,20160807OBLT0,20160807,LT,OB,0,B,60559,0,1,0,0, ,0,7,30,8,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0
4273,20160807OBLT0,20160807,OB,LT,0,T,62242,0,1,0,0, ,0,3,18,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4275,20160807OBLT0,20160807,LT,OB,0,B,71801,0,1,0,1, ,0,3,21,6,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0
4276,20160807OBLT0,20160807,LT,OB,0,B,72535,0,1,0,0, ,0,2,31,6,5,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,4,0.0,0.0,6.0,0
4277,20160807OBLT0,20160807,OB,LT,0,T,73226,0,1,0,0, ,0,1,10,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0.0,3.0,1
4278,20160807OBLT0,20160807,OB,LT,0,T,76329,0,1,0,1,S,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4279,20160807OBLT0,20160807,LT,OB,0,B,78552,0,1,0,0, ,0,7,41,10,9,3,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2.0,0.0,1.5,0
4281,20160807OBLT0,20160807,OB,LT,0,T,79535,0,1,0,0, ,0,0,18,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,1
4283,20160807SKWO0,20160807,SK,WO,0,T,66859,0,1,0,0, ,0,8,46,10,7,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0.0,0.75,0.0,0
4284,20160807SKWO0,20160807,WO,SK,0,B,72749,0,1,0,0, ,1,1,13,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6.0,0.0,1
4286,20160807SKWO0,20160807,WO,SK,0,B,74359,0,1,0,0, ,0,2,9,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4287,20160807SKWO0,20160807,SK,WO,0,T,75138,0,1,0,0, ,0,3,16,7,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.0,3.0,0.0,0
4288,20160807SKWO0,20160807,SK,WO,0,T,75250,0,1,0,1, ,0,6,18,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
4289,20160807SKWO0,20160807,WO,SK,0,B,75342,0,1,0,0, ,1,3,16,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.5,1
4290,20160807SKWO0,20160807,WO,SK,0,B,76350,0,1,0,1,S,0,4,17,5,5,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,1.5,1
4292,20160809HTOB0,20160809,OB,HT,0,B,61214,0,1,0,0, ,0,1,15,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,1
4294,20160809HTOB0,20160809,OB,HT,0,B,62242,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
4295,20160809HTOB0,20160809,OB,HT,0,B,63248,0,1,0,1, ,0,3,18,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1
4296,20160809HTOB0,20160809,HT,OB,0,T,65696,0,1,0,1, ,0,12,80,18,16,4,0,0,1,0,0,0,0,2,0,0,6,0,1,0,0,3,3,2.0,0.0,0.6,0
4297,20160809HTOB0,20160809,OB,HT,0,B,66201,0,1,0,0, ,0,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4298,20160809HTOB0,20160809,HT,OB,0,T,75668,0,1,0,0, ,0,3,10,5,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.0,0.0,3.0,0
4299,20160809HTOB0,20160809,HT,OB,0,T,76610,0,1,0,0, ,0,6,36,10,9,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3,3.0,6.0,6.0,0
4300,20160809LGSK0,20160809,LG,SK,0,T,60181,0,1,0,0, ,1,4,16,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4302,20160809LGSK0,20160809,LG,SK,0,T,61329,0,1,0,0, ,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4303,20160809LGSK0,20160809,SK,LG,0,B,62869,0,1,0,1, ,0,6,43,11,11,5,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,2,1.5,0.0,1.5,0
4305,20160809LGSK0,20160809,SK,LG,0,B,75138,0,1,0,0, ,0,6,33,8,6,1,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,2,2,6.0,0.0,6.0,0
4306,20160809LGSK0,20160809,SK,LG,0,B,79847,0,1,0,0, ,0,3,22,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,3.0,0
4307,20160809LGSK0,20160809,LG,SK,0,T,96462,0,1,0,1, ,0,3,18,5,5,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0.0,0.0,0.0,1
4308,20160809LTNC0,20160809,LT,NC,0,T,60559,0,1,0,0, ,0,3,11,5,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0.0,0.0,0.0,0
4310,20160809LTNC0,20160809,LT,NC,0,T,64596,0,1,0,0, ,0,2,12,3,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.5,0.0,0.0,0
4311,20160809LTNC0,20160809,NC,LT,0,B,64960,0,1,0,1, ,0,3,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4313,20160809LTNC0,20160809,NC,LT,0,B,65933,0,1,0,0, ,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4314,20160809LTNC0,20160809,LT,NC,0,T,72551,0,1,0,0, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0
4315,20160809LTNC0,20160809,NC,LT,0,B,75852,0,1,0,0, ,0,2,13,4,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5,0.0,3.0,1
4316,20160809LTNC0,20160809,NC,LT,0,B,75867,0,1,0,0, ,0,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4317,20160809LTNC0,20160809,LT,NC,0,T,78552,0,1,0,1, ,0,3,40,10,8,5,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,5,5,9.0,0.0,6.0,0
4319,20160809SSHH0,20160809,SS,HH,0,T,61365,0,1,0,1, ,0,2,12,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.5,0
4320,20160809SSHH0,20160809,HH,SS,0,B,72447,0,1,0,0, ,0,5,26,9,8,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0.0,0.0,6.0,1
4322,20160809SSHH0,20160809,SS,HH,0,T,74630,0,1,0,0, ,0,4,22,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0.0,3.0,0.0,0
4323,20160809SSHH0,20160809,HH,SS,0,B,74731,0,1,0,0, ,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
4324,20160809SSHH0,20160809,HH,SS,0,B,74857,0,1,0,1,S,0,5,22,6,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,1
4325,20160809SSHH0,20160809,SS,HH,0,T,99445,0,1,0,0, ,0,4,26,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0
4327,20160809WOKT0,20160809,KT,WO,0,B,64017,0,1,0,1, ,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
4328,20160809WOKT0,20160809,KT,WO,0,B,65057,0,1,0,0, ,0,4,19,7,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0.0,2.25,0.0,0
4329,20160809WOKT0,20160809,KT,WO,0,B,65062,0,1,0,0, ,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
4331,20160809WOKT0,20160809,WO,KT,0,T,72749,0,1,0,0, ,1,2,17,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,6.0,1
4332,20160809WOKT0,20160809,WO,KT,0,T,75342,0,1,0,0, ,1,4,23,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.75,0.0,1
4333,20160809WOKT0,20160809,WO,KT,0,T,76350,0,1,0,1,S,0,4,21,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,1
4334,20160809WOKT0,20160809,KT,WO,0,B,79191,0,1,0,0, ,0,3,12,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0
4335,20160810HTOB0,20160810,OB,HT,0,B,61214,0,1,0,1, ,0,7,39,14,13,7,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,4,4.0,0.0,3.0,0
4338,20160810HTOB0,20160810,HT,OB,0,T,62648,0,1,0,1, ,0,6,37,9,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.0,0.0,1.5,1
4339,20160810HTOB0,20160810,OB,HT,0,B,66201,0,1,0,0, ,0,3,19,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1.5,3.0,0.0,0
4340,20160810HTOB0,20160810,OB,HT,0,B,79535,0,1,0,0, ,0,10,56,14,12,2,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1.0,4.5,1.0,0
4341,20160810HTOB0,20160810,HT,OB,0,T,97336,0,1,0,0, ,1,6,18,6,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1
4343,20160810LGSK0,20160810,LG,SK,0,T,61891,0,1,0,1,S,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
4344,20160810LGSK0,20160810,SK,LG,0,B,61895,0,1,0,1, ,0,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,3.0,0
4345,20160810LGSK0,20160810,LG,SK,0,T,62463,0,1,0,0, ,0,9,41,12,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1.5,1.0,3.0,1
4347,20160810LGSK0,20160810,SK,LG,0,B,71845,0,1,0,0, ,1,3,23,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0
4348,20160810LGSK0,20160810,SK,LG,0,B,75250,0,1,0,0, ,1,2,15,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,0.0,0
4349,20160810LGSK0,20160810,LG,SK,0,T,76650,0,1,0,0, ,0,2,15,4,3,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,3.0,3.0,0.0,1
4350,20160810LGSK0,20160810,SK,LG,0,B,76858,0,1,0,0,L,0,3,14,6,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,0.0,0
4351,20160810LGSK0,20160810,LG,SK,0,T,79140,0,1,0,0,W,0,6,18,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,1.5,1
4352,20160810LTNC0,20160810,LT,NC,0,T,60559,0,1,0,1,L,0,0,5,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0
4353,20160810LTNC0,20160810,LT,NC,0,T,62655,0,1,0,0, ,0,2,18,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.5,0.0,0
4355,20160810LTNC0,20160810,NC,LT,0,B,63950,0,1,0,1,W,0,5,29,7,6,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4356,20160810LTNC0,20160810,LT,NC,0,T,64596,0,1,0,0, ,0,1,7,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.0,3.0,0
4358,20160810LTNC0,20160810,LT,NC,0,T,72551,0,1,0,0, ,0,3,17,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0
4359,20160810LTNC0,20160810,LT,NC,0,T,72862,0,1,0,0, ,0,5,18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
4360,20160810LTNC0,20160810,LT,NC,0,T,75321,0,1,0,0, ,0,1,14,4,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.0,3.0,0.0,0
4361,20160810LTNC0,20160810,NC,LT,0,B,75867,0,1,0,0, ,1,8,30,10,9,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.0,0.75,0.0,1
4362,20160810LTNC0,20160810,NC,LT,0,B,76118,0,1,0,0, ,1,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4363,20160810LTNC0,20160810,NC,LT,0,B,78352,0,1,0,0, ,0,1,22,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12.0,0.0,0.0,1
4364,20160810SSHH0,20160810,SS,HH,0,T,60457,0,1,0,1, ,0,2,14,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,0.0,3.0,1
4366,20160810SSHH0,20160810,HH,SS,0,B,74731,0,1,0,0, ,0,4,38,10,8,4,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,5,5,1.5,4.0,1.5,0
4367,20160810SSHH0,20160810,HH,SS,0,B,74748,0,1,0,0, ,0,5,33,9,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,6.0,0
4369,20160810SSHH0,20160810,SS,HH,0,T,77446,0,1,0,0, ,0,1,21,4,2,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,3,3.0,0.0,0.0,1
4370,20160810SSHH0,20160810,SS,HH,0,T,77927,0,1,0,0, ,0,4,23,6,5,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,1.5,1
4371,20160810SSHH0,20160810,HH,SS,0,B,78760,0,1,0,0, ,0,9,39,13,13,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1.2,0.0,1.5,0
4372,20160810SSHH0,20160810,HH,SS,0,B,79758,0,1,0,1, ,0,3,40,11,8,5,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,7,6,18.0,0.0,0.0,0
4374,20160810WOKT0,20160810,KT,WO,0,B,64001,0,1,0,0, ,0,4,13,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.75,0.0,0
4375,20160810WOKT0,20160810,KT,WO,0,B,64017,0,1,0,1, ,0,3,9,5,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,6.0,6.0,1.5,0
4377,20160810WOKT0,20160810,WO,KT,0,T,65348,0,1,0,1, ,0,3,11,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1
4378,20160810WOKT0,20160810,WO,KT,0,T,75342,0,1,0,0, ,1,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
4379,20160810WOKT0,20160810,WO,KT,0,T,76430,0,1,0,0, ,1,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,1
4380,20160811HHLT0,20160811,LT,HH,0,B,62655,0,1,0,0, ,0,4,18,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.0,0.75,0.0,0
4383,20160811HHLT0,20160811,HH,LT,0,T,72447,0,1,0,0, ,1,2,9,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.5,0.0,1
4384,20160811HHLT0,20160811,LT,HH,0,B,72535,0,1,0,0,L,0,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,0
4385,20160811HHLT0,20160811,LT,HH,0,B,72862,0,1,0,1, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
4386,20160811HHLT0,20160811,HH,LT,0,T,74731,0,1,0,0,W,0,6,25,7,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.5,1.5,1
4387,20160811HHLT0,20160811,HH,LT,0,T,74857,0,1,0,1,S,0,2,6,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
