,게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수코드,선발,구원,완투,종료,결과_x,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP,결과_y
5967,20160925HTKT0,20160925,HT,KT,0,T,66628,1,0,0,0,L,0,10,82,19,16,5,2,0,0,0,0,1,0,2,0,0,3,0,0,0,0,6,3,1.8,2.4,0.0,0
5974,20160925LTNC0,20160925,LT,NC,0,T,65546,1,0,0,0,L,0,21,87,25,23,3,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0.0,0.571428571,0.857142857,0
5975,20160925LTNC0,20160925,NC,LT,0,B,65933,1,0,0,0,W,0,15,99,21,18,3,1,0,0,0,0,0,0,3,0,0,8,0,1,0,0,0,0,1.5,1.2,0.5,1
5982,20160925WOSS0,20160925,WO,SS,0,T,66324,1,0,0,0, ,0,15,90,24,24,9,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,5,5,4.0,2.25,3.0,0
5988,20160925WOSS0,20160925,SS,WO,0,B,79440,1,0,0,0, ,0,15,97,24,21,7,0,0,0,0,1,0,0,3,0,0,5,0,1,0,0,3,3,3.0,3.0,6.0,1
5997,20160927KTLT0,20160927,KT,LT,0,T,66050,1,0,0,0, ,0,15,103,23,18,4,1,0,0,0,0,0,0,4,0,1,4,2,1,0,0,2,2,3.0,4.0,3.0,0
6000,20160927KTLT0,20160927,LT,KT,0,B,73211,1,0,0,0, ,0,6,52,13,11,5,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,4,4,4.0,4.5,4.5,1
6008,20160927LGHT0,20160927,LG,HT,0,T,66138,1,0,0,0,W,0,21,101,26,23,3,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,1.0,0.833333333,0.857142857,1
6012,20160927LGHT0,20160927,HT,LG,0,B,77637,1,0,0,0,L,0,18,103,24,22,7,2,0,1,1,0,1,0,1,0,0,3,0,1,0,0,2,2,0.666666667,1.333333333,1.714285714,0
6016,20160927OBHH0,20160927,OB,HH,0,T,61240,1,0,0,0, ,0,15,89,22,19,5,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,3,3,2.25,0.0,1.0,0
6020,20160927OBHH0,20160927,HH,OB,0,B,66750,1,0,0,0, ,0,15,107,25,18,5,0,0,1,0,0,0,1,6,0,0,3,0,0,0,0,4,4,1.2,2.142857143,1.5,1
6030,20160927SSNC0,20160927,NC,SS,0,B,63950,1,0,0,0,L,0,12,79,20,16,5,0,0,0,1,0,0,0,4,0,0,3,1,1,0,0,2,2,1.0,2.25,3.0,0
6036,20160927SSNC0,20160927,SS,NC,0,T,77446,1,0,0,0,W,0,17,109,22,19,2,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,0.75,0.5,0.428571429,1
6044,20160928OBHH0,20160928,OB,HH,0,T,66226,1,0,0,0,W,0,15,75,18,18,3,1,0,2,0,0,0,0,0,0,0,5,0,1,0,0,2,2,0.0,0.0,1.5,1
6050,20160928OBHH0,20160928,HH,OB,0,B,79764,1,0,0,0,L,0,12,77,18,15,4,1,0,1,0,0,0,0,3,0,0,4,1,0,0,0,5,5,0.0,1.636363636,3.0,0
6053,20160929KTLT0,20160929,LT,KT,0,B,64021,1,0,0,0, ,0,15,95,21,19,8,2,0,0,0,0,0,2,0,0,0,6,1,0,0,0,4,4,2.0,1.636363636,1.8,1
6057,20160929KTLT0,20160929,KT,LT,0,T,67845,1,0,0,0, ,0,12,99,23,21,9,2,1,0,1,0,0,0,2,0,0,5,0,0,0,0,5,5,3.0,3.0,3.75,0
6063,20160929SSNC1,20160929,NC,SS,1,B,63938,1,0,0,0,W,0,22,100,31,28,7,1,0,2,0,0,1,0,2,0,0,8,0,0,0,0,2,2,0.0,0.5,2.5,1
6066,20160929SSNC1,20160929,SS,NC,1,T,76455,1,0,0,0,L,0,11,98,24,20,10,2,0,1,0,0,1,0,3,0,0,7,0,2,0,0,10,10,4.0,2.7,3.75,0
6068,20160929SSNC2,20160929,NC,SS,2,B,60263,1,0,0,0,W,0,15,96,23,19,4,1,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0.0,2.0,1.5,1
6071,20160929SSNC2,20160929,SS,NC,2,T,66451,1,0,0,0,L,0,6,54,15,11,4,1,0,0,0,0,0,0,4,0,0,2,0,0,1,0,4,4,1.8,4.0,6.0,0
6076,20160929WOOB0,20160929,WO,OB,0,T,62322,1,0,0,0,W,0,21,102,26,23,3,0,0,1,0,0,0,0,2,0,1,12,1,0,0,0,1,1,0.0,1.0,1.8,1
6082,20160929WOOB0,20160929,OB,WO,0,B,79535,1,0,0,0,L,0,12,80,23,18,7,3,0,2,0,1,0,0,4,0,1,4,1,0,0,0,7,7,3.0,2.727272727,1.285714286,0
6083,20160930HHNC0,20160930,HH,NC,0,T,60768,1,0,0,0,W,0,17,94,24,21,6,0,0,0,0,0,0,0,2,0,1,4,1,0,0,0,0,0,0.857142857,1.0,5.0,1
6084,20160930HHNC0,20160930,NC,HH,0,B,62966,1,0,0,0,L,0,10,76,21,19,8,1,0,1,0,0,1,0,1,0,0,3,0,0,0,0,6,5,0.6,3.75,1.5,0
6093,20160930KTLT0,20160930,LT,KT,0,B,63512,1,0,0,0,W,0,15,88,21,21,6,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,3,1.2,1.2,0.5,1
6095,20160930KTLT0,20160930,KT,LT,0,T,65331,1,0,0,0,L,0,18,101,29,28,12,3,0,0,0,0,0,0,0,0,1,7,1,0,0,0,5,5,2.142857143,2.0,1.5,0
6104,20160930SKLG0,20160930,LG,SK,0,B,62698,1,0,0,0, ,0,23,100,33,31,10,0,0,1,0,0,0,0,1,0,1,6,1,0,0,0,3,3,0.75,1.2272727270000001,1.333333333,0
6105,20160930SKLG0,20160930,SK,LG,0,T,65856,1,0,0,0, ,0,20,101,28,26,7,1,0,1,0,0,1,0,1,0,0,5,0,0,0,0,3,3,1.5,1.263157895,0.857142857,1
6109,20161001NCLT0,20161001,LT,NC,0,B,65543,1,0,0,0,L,0,20,120,32,27,9,1,0,1,1,0,0,0,4,0,1,2,2,1,0,0,4,4,3.0,1.95,8.0,0
6110,20161001NCLT0,20161001,NC,LT,0,T,65931,1,0,0,0,W,0,15,76,17,17,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.4,0.6,1
6116,20161001SKLG0,20161001,LG,SK,0,B,63111,1,0,0,0,L,0,11,85,21,17,6,2,0,0,1,0,0,0,3,0,1,6,0,1,0,0,4,4,0.6,2.1,1.2,0
6120,20161001SKLG0,20161001,SK,LG,0,T,74838,1,0,0,0,W,0,16,77,19,16,3,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0.0,0.666666667,1.2,1
6125,20161002KTHT0,20161002,KT,HT,0,T,65060,1,0,0,0,L,0,23,107,31,23,4,0,0,0,0,2,2,0,6,0,0,3,0,0,0,0,3,3,3.0,1.3043478259999999,2.5,0
6127,20161002KTHT0,20161002,HT,KT,0,B,66643,1,0,1,1,W,0,27,100,32,29,4,0,0,0,1,0,1,1,1,0,0,9,0,0,0,0,1,1,2.0,0.5555555560000001,0.0,1
6131,20161002NCLT0,20161002,LT,NC,0,B,65546,1,0,0,0,L,0,16,89,28,23,9,3,0,0,1,0,1,1,2,0,1,2,0,1,0,0,6,6,2.0,2.727272727,1.0,0
6132,20161002NCLT0,20161002,NC,LT,0,T,65933,1,0,0,0, ,0,12,92,20,16,4,0,0,2,0,0,0,0,3,0,1,1,0,0,1,0,4,4,1.5,1.875,3.0,1
6137,20161002WOHH0,20161002,WO,HH,0,T,62937,1,0,0,0,W,0,16,74,22,21,6,1,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1,1,0.0,1.0,1.8,1
6138,20161002WOHH0,20161002,HH,WO,0,B,73801,1,0,0,0,L,0,11,70,20,19,9,2,0,0,1,0,0,1,0,0,0,5,0,1,0,0,3,3,1.2,2.454545455,1.5,0
6143,20161003HHOB0,20161003,OB,HH,0,B,61215,1,0,0,0,L,0,8,64,16,12,6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,3,0.857142857,3.0,3.0,0
6147,20161003HHOB0,20161003,HH,OB,0,T,66750,1,0,0,0,W,0,18,90,25,22,4,1,0,0,0,0,0,0,2,0,1,4,0,0,0,0,3,3,3.0,1.0,0.857142857,1
6152,20161003KTHT0,20161003,KT,HT,0,T,60264,1,0,0,0,L,0,3,37,10,9,5,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,4,6.0,15.0,0.0,0
6161,20161003KTHT0,20161003,HT,KT,0,B,77637,1,0,0,0,W,0,17,74,26,22,8,2,0,0,0,0,0,2,2,0,0,3,0,0,0,0,5,5,1.5,2.0,3.0,1
6168,20161003LGSS0,20161003,LG,SS,0,T,66138,1,0,0,0,W,0,16,121,22,21,6,2,0,0,0,1,0,0,1,0,0,4,0,0,0,0,3,3,6.0,1.5,1.8,1
6169,20161003LGSS0,20161003,SS,LG,0,B,66423,1,0,0,0,L,0,15,106,23,21,8,3,0,1,1,0,0,0,2,0,0,6,1,0,0,0,5,5,2.25,3.428571429,3.0,0
6179,20161004LGSS0,20161004,LG,SS,0,T,77147,1,0,0,0, ,0,12,80,19,14,5,0,0,0,0,1,1,0,4,0,0,1,1,0,0,0,1,1,0.857142857,2.25,2.25,0
6180,20161004LGSS0,20161004,SS,LG,0,B,77446,1,0,0,0,W,0,15,84,19,17,5,0,0,0,1,2,1,0,1,0,0,4,0,1,0,0,1,1,0.6,1.2,0.6,1
6183,20161004LTOB0,20161004,LT,OB,0,T,60559,1,0,0,0, ,0,17,88,23,22,6,2,0,1,0,0,0,0,1,0,0,5,1,1,0,0,3,3,2.0,1.2352941179999999,1.5,0
6184,20161004LTOB0,20161004,OB,LT,0,B,61214,1,0,0,0, ,0,8,83,18,13,5,1,0,0,3,0,0,0,4,0,1,5,0,0,0,0,3,3,4.0,3.375,6.0,1
6193,20161004WONC0,20161004,NC,WO,0,B,63950,1,0,0,0, ,0,26,105,28,27,3,1,0,0,0,1,0,0,1,0,0,6,0,0,0,0,1,1,0.0,0.46153846200000004,0.0,0
6195,20161004WONC0,20161004,WO,NC,0,T,66324,1,0,0,0, ,0,21,92,27,25,7,0,0,0,0,1,0,0,2,0,0,3,1,0,0,0,1,1,6.0,1.285714286,1.714285714,1
6200,20161005HHKT0,20161005,HH,KT,0,T,60768,1,0,0,0,W,0,15,106,24,21,8,3,0,1,0,0,0,0,3,1,0,2,2,0,0,0,2,2,1.0,1.6666666669999999,6.0,1
6204,20161005HHKT0,20161005,KT,HH,0,B,66050,1,0,0,0,L,0,12,101,22,17,6,1,0,1,0,0,1,0,3,0,1,5,0,0,0,0,5,5,3.75,2.7,1.8,0
6209,20161005HTSS0,20161005,HT,SS,0,T,66628,1,0,0,0, ,0,15,66,21,19,5,1,0,0,0,0,1,0,1,0,0,6,1,1,0,0,2,2,0.0,1.2,3.0,1
6213,20161005HTSS0,20161005,SS,HT,0,B,76455,1,0,0,0, ,0,21,103,27,22,6,2,0,0,2,2,2,0,3,0,0,5,1,0,0,1,2,1,0.857142857,1.285714286,1.285714286,0
6217,20161005WONC0,20161005,NC,WO,0,B,63938,1,0,0,0,W,0,21,93,26,26,5,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0.0,1.0,0.857142857,1
6222,20161005WONC0,20161005,WO,NC,0,T,75750,1,0,0,0,L,0,7,55,13,13,6,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,5,5,6.0,4.5,4.5,0
6228,20161006LGLT0,20161006,LG,LT,0,T,62698,1,0,0,0,W,0,16,82,20,19,6,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,1,1.2,1.3125,1.2,1
6231,20161006LGLT0,20161006,LT,LG,0,B,73211,1,0,0,0,L,0,14,99,23,17,5,0,0,0,1,0,1,0,5,0,0,2,1,0,0,0,3,3,4.0,2.142857143,3.75,0
6234,20161006SKNC0,20161006,NC,SK,0,B,60263,1,0,0,0,W,0,21,98,26,25,4,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,2,1,0.5,0.6,0.0,1
6235,20161006SKNC0,20161006,SK,NC,0,T,60841,1,0,0,0,L,0,15,84,21,16,5,1,0,0,1,2,0,1,3,0,1,6,1,0,0,0,4,4,3.0,3.75,1.8,0
6246,20161006SSHT0,20161006,HT,SS,0,B,72523,1,0,0,0,L,0,8,55,13,12,4,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,4,4,6.0,3.0,2.0,0
6250,20161006SSHT0,20161006,SS,HT,0,T,79440,1,0,0,0,W,0,15,85,19,17,4,1,0,1,1,0,0,0,2,0,0,2,2,0,0,0,1,1,0.0,1.0,1.2,1
6251,20161007KTNC0,20161007,KT,NC,0,T,60264,1,0,0,0,W,0,15,86,21,18,4,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,1,0.0,1.0,1.2,1
6255,20161007KTNC0,20161007,NC,KT,0,B,65931,1,0,0,0,L,0,6,28,10,9,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,2,3.0,2.5,6.0,0
6261,20161007WOLT0,20161007,WO,LT,0,T,62322,1,0,0,0,L,0,15,102,23,21,7,2,0,1,0,1,0,0,1,0,1,7,0,0,0,0,4,4,1.2,1.875,2.4,0
6264,20161007WOLT0,20161007,LT,WO,0,B,65546,1,0,0,0,W,0,18,84,23,21,5,1,0,0,2,1,0,1,1,0,0,5,0,0,0,0,2,2,0.0,1.2,0.857142857,1
6274,20161008HTHH0,20161008,HT,HH,0,T,63638,1,0,0,0, ,0,15,68,19,15,2,0,0,0,1,0,0,0,3,0,1,2,2,0,0,0,0,0,0.0,0.0,1.5,0
6280,20161008HTHH0,20161008,HH,HT,0,B,79764,1,0,0,0, ,0,6,50,13,12,6,1,0,2,0,0,0,0,1,0,0,2,0,1,0,0,4,4,2.0,3.75,2.0,1
6283,20161008OBLG0,20161008,LG,OB,0,B,61101,1,0,0,0,L,0,9,66,18,15,7,3,0,1,0,0,0,0,3,0,0,1,0,0,0,0,5,5,4.5,3.0,3.0,0
6287,20161008OBLG0,20161008,OB,LG,0,T,66226,1,0,0,0, ,0,9,47,12,11,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1.5,0.0,0.0,1
6296,20161008SSSK0,20161008,SS,SK,0,T,66423,1,0,0,0, ,0,16,94,26,24,7,0,0,2,0,0,0,0,2,0,0,6,1,0,0,0,5,4,4.5,2.5714285709999998,3.75,0
6299,20161008SSSK0,20161008,SK,SS,0,B,73228,1,0,0,0, ,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
6306,20161009KTNC0,20161009,NC,KT,0,B,62966,1,0,0,0, ,0,3,22,7,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1.5,4.0,6.0,0
6310,20161009KTNC0,20161009,KT,NC,0,T,65058,1,0,0,0, ,0,12,89,20,18,6,3,0,0,2,1,0,0,1,0,1,3,0,0,0,1,3,2,0.6,1.75,1.5,1
6320,20161009WOLT0,20161009,WO,LT,0,T,62937,1,0,0,0, ,0,9,53,15,14,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0.0,2.0,4.5,0
6322,20161009WOLT0,20161009,LT,WO,0,B,64021,1,0,0,0, ,0,15,82,23,20,8,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,3,3,1.5,1.8,0.857142857,1
6328,20170331HHOB0,20170331,OB,HH,0,B,61240,1,0,0,0,W,0,24,112,30,26,4,0,0,0,0,1,1,0,3,0,0,7,0,1,0,0,0,0,0.6,0.857142857,1.5,1
6329,20170331HHOB0,20170331,HH,OB,0,T,67742,1,0,0,0,L,0,18,89,22,18,1,1,0,0,2,0,0,2,0,0,2,6,0,0,0,0,2,0,0.0,0.166666667,0.0,0
6339,20170331HTSS0,20170331,HT,SS,0,T,66643,1,0,0,0,W,0,21,91,26,25,6,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,1,1,0.0,0.857142857,1.285714286,1
6340,20170331HTSS0,20170331,SS,HT,0,B,67435,1,0,0,0,L,0,19,104,26,24,4,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1.0,0.947368421,1.5,0
6347,20170331KTSK0,20170331,SK,KT,0,B,65856,1,0,0,0,L,0,18,91,26,25,7,2,0,1,0,0,0,0,1,1,0,8,0,0,0,0,3,2,2.0,1.333333333,0.857142857,0
6349,20170331KTSK0,20170331,KT,SK,0,T,67033,1,0,0,0,W,0,18,84,25,22,6,1,0,0,0,0,1,0,0,0,1,5,1,0,0,0,2,2,2.0,1.0,0.375,1
6354,20170331LGWO0,20170331,WO,LG,0,B,62322,1,0,0,0,L,0,18,99,24,21,3,0,0,1,0,0,0,0,3,0,0,6,1,0,0,0,2,1,0.0,1.0,0.857142857,0
6355,20170331LGWO0,20170331,LG,WO,0,T,62698,1,0,0,0,W,0,19,74,23,21,4,1,1,0,0,0,0,0,2,0,0,2,2,0,0,1,1,1,1.0,0.947368421,0.666666667,1
6363,20170331LTNC0,20170331,LT,NC,0,T,65546,1,0,0,0,L,0,16,102,25,21,6,4,0,0,0,1,0,0,2,0,2,7,0,0,0,0,3,3,1.2,1.5,1.8,0
6364,20170331LTNC0,20170331,NC,LT,0,B,67948,1,0,0,0,W,0,21,89,24,23,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.28571428600000004,0.857142857,1
6372,20170401HHOB0,20170401,HH,OB,0,T,67748,1,0,0,0, ,0,14,90,22,19,5,0,0,1,0,0,0,1,2,0,0,4,0,1,0,0,4,4,3.0,1.5,4.0,1
6381,20170401HHOB0,20170401,OB,HH,0,B,79229,1,0,0,0, ,0,16,101,26,23,8,1,0,1,0,0,1,0,2,0,0,5,0,1,0,0,4,4,0.75,1.875,1.5,0
6389,20170401HTSS0,20170401,HT,SS,0,T,67645,1,0,0,0, ,0,21,103,28,24,5,1,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0.857142857,0.666666667,0.428571429,1
6392,20170401HTSS0,20170401,SS,HT,0,B,73117,1,0,0,0, ,0,19,87,27,26,8,2,1,0,0,0,1,0,0,0,0,7,0,0,0,1,6,4,4.0,1.166666667,2.4,0
6396,20170401KTSK0,20170401,KT,SK,0,T,60264,1,0,0,0,W,0,18,76,21,21,5,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.833333333,0.5,1
6400,20170401KTSK0,20170401,SK,KT,0,B,74838,1,0,0,0,L,0,18,84,21,21,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,2,0.0,0.5,1.2,0
6407,20170401LGWO0,20170401,LG,WO,0,T,63111,1,0,0,0,W,0,15,91,23,21,7,2,0,0,1,0,0,0,1,0,1,7,0,1,0,0,3,3,3.0,3.0,1.8,1
6408,20170401LGWO0,20170401,WO,LG,0,B,67312,1,0,0,0,L,0,15,95,24,22,7,3,0,2,0,0,0,0,1,0,1,4,0,0,1,0,7,7,2.25,7.5,1.0,0
6411,20170401LTNC0,20170401,NC,LT,0,B,60263,1,0,0,0,L,0,7,62,15,10,3,2,0,0,0,0,1,0,3,0,1,0,0,1,0,0,3,3,1.8,2.5714285709999998,2.0,0
6413,20170401LTNC0,20170401,LT,NC,0,T,62528,1,0,0,0,W,0,15,95,21,20,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0.0,0.5,0.5,1
6423,20170402HHOB0,20170402,HH,OB,0,T,73801,1,0,0,0, ,0,19,91,23,20,3,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3.0,0.6,1.125,0
6428,20170402HHOB0,20170402,OB,HH,0,B,79349,1,0,0,0, ,0,13,84,22,18,5,1,0,0,1,0,0,0,4,0,0,4,0,0,0,0,2,2,1.5,2.076923077,9.0,1
6433,20170402HTSS0,20170402,HT,SS,0,T,62648,1,0,0,0,L,0,9,75,15,13,4,0,0,2,1,0,0,0,2,0,0,1,0,1,0,0,4,4,1.0,3.75,3.0,0
6438,20170402HTSS0,20170402,SS,HT,0,B,74454,1,0,0,0,W,0,18,104,28,26,7,3,0,1,0,0,0,0,2,0,0,6,0,0,0,0,3,2,0.857142857,1.0,2.4,1
6439,20170402KTSK0,20170402,SK,KT,0,B,62869,1,0,0,0,L,0,14,90,21,17,2,0,0,1,1,0,0,0,4,0,0,2,0,0,0,1,4,3,0.0,1.285714286,1.5,0
6441,20170402KTSK0,20170402,KT,SK,0,T,65331,1,0,0,0,W,0,21,74,22,22,3,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,1,0.0,0.5,0.428571429,1
6449,20170402LGWO0,20170402,LG,WO,0,T,61329,1,0,0,0,W,0,16,62,17,16,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.375,0.6,1
6451,20170402LGWO0,20170402,WO,LG,0,B,62937,1,0,0,0,L,0,19,82,23,22,4,1,0,1,1,1,0,0,1,0,0,5,0,0,0,0,3,3,0.0,0.7894736840000001,0.75,0
6460,20170402LTNC0,20170402,LT,NC,0,T,63512,1,0,0,0, ,0,11,81,17,13,2,0,0,0,2,0,0,0,3,0,1,7,0,0,0,0,2,2,2.0,0.666666667,1.5,1
6463,20170402LTNC0,20170402,NC,LT,0,B,65933,1,0,0,0,L,0,12,71,19,18,7,2,0,1,1,0,0,0,0,0,1,4,1,1,0,0,5,5,2.25,1.9090909090000001,6.0,0
6471,20170404NCHH0,20170404,NC,HH,0,T,62966,1,0,0,0,L,0,7,64,17,12,6,2,0,0,0,1,1,0,2,0,2,2,0,0,0,0,5,4,2.4,3.0,0.6,0
6474,20170404NCHH0,20170404,HH,NC,0,B,70425,1,0,0,0,W,0,18,93,24,22,3,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0.75,1.0,0.857142857,1
6479,20170404OBKT0,20170404,KT,OB,0,B,65060,1,0,0,0,L,0,12,86,23,17,7,3,0,0,1,0,0,1,4,0,1,2,1,0,0,0,2,2,2.142857143,2.75,3.0,0
6482,20170404OBKT0,20170404,OB,KT,0,T,74513,1,0,0,0,W,0,18,100,22,20,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0.0,0.666666667,1.0,1
6485,20170404SKHT0,20170404,SK,HT,0,T,60841,1,0,0,0,L,0,16,95,23,18,4,2,0,0,1,0,0,0,3,0,2,2,1,0,0,0,4,4,2.0,1.3125,2.0,0
6491,20170404SKHT0,20170404,HT,SK,0,B,77637,1,0,0,0,W,0,20,97,25,22,5,1,0,0,0,1,0,0,3,0,0,8,2,0,0,0,1,1,3.0,1.333333333,1.5,1
6497,20170404SSLG0,20170404,SS,LG,0,T,76355,1,0,0,0,L,0,9,66,21,21,11,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,4,4.5,6.0,3.0,0
6498,20170404SSLG0,20170404,LG,SS,0,B,76455,1,0,0,0,W,0,19,97,28,26,6,0,0,0,0,0,0,0,1,0,1,8,0,1,0,0,0,0,0.0,1.0,0.428571429,1
6503,20170404WOLT0,20170404,LT,WO,0,B,64021,1,0,0,0,W,0,20,96,28,25,8,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1,1,1.2,3.0,2.5,1
6504,20170404WOLT0,20170404,WO,LT,0,T,65320,1,0,0,0,L,0,18,84,24,24,8,1,0,2,1,1,0,0,0,0,0,5,1,0,0,0,5,5,3.0,9.0,1.285714286,0
6507,20170406NCHH0,20170406,NC,HH,0,T,63938,1,0,0,0,W,0,15,73,20,18,4,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0.0,0.75,1.2,1
6510,20170406NCHH0,20170406,HH,NC,0,B,67748,1,0,0,0,L,0,15,98,25,22,8,1,0,0,0,0,0,0,1,0,2,5,2,0,0,0,5,5,0.857142857,1.928571429,1.8,0
6516,20170406OBKT0,20170406,OB,KT,0,T,63248,1,0,0,0,L,0,14,89,23,17,4,1,0,1,0,0,1,0,5,0,0,8,0,0,0,0,2,2,1.8,1.928571429,2.4,0
6517,20170406OBKT0,20170406,KT,OB,0,B,64001,1,0,0,0,W,0,18,90,24,23,5,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,0.0,0.833333333,0.857142857,1
6529,20170406SKHT0,20170406,HT,SK,0,B,62754,1,0,0,0, ,0,18,93,22,21,4,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0.0,0.692307692,0.428571429,1
6530,20170406SKHT0,20170406,SK,HT,0,T,65856,1,0,0,0, ,0,18,90,26,23,7,0,0,0,2,1,0,0,3,0,0,8,1,0,0,0,3,3,3.0,1.928571429,1.5,0
6536,20170406SSLG0,20170406,LG,SS,0,B,62698,1,0,0,0,W,0,23,97,27,27,4,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.6,0.375,1
6538,20170406SSLG0,20170406,SS,LG,0,T,67435,1,0,0,0,L,0,16,86,23,21,7,0,1,1,0,1,1,0,1,0,0,3,0,1,0,0,4,3,2.0,1.5,1.5,0
6542,20170406WOLT0,20170406,LT,WO,0,B,65546,1,0,0,0,W,0,21,90,25,25,5,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0.0,0.666666667,1.5,1
6546,20170406WOLT0,20170406,WO,LT,0,T,74359,1,0,0,0,L,0,12,60,19,18,8,2,0,1,0,1,0,1,0,0,0,5,0,1,0,0,4,4,3.0,2.5714285709999998,2.25,0
6547,20170407HHHT0,20170407,HT,HH,0,B,66643,1,0,1,1,W,0,27,115,38,37,10,2,1,0,0,0,0,0,1,0,0,3,1,0,0,0,2,2,0.375,0.7142857140000001,1.0,1
6548,20170407HHHT0,20170407,HH,HT,0,T,67742,1,0,0,0,L,0,15,70,20,18,6,2,0,0,0,1,1,1,0,0,0,2,0,1,0,0,4,4,1.0,1.25,0.0,0
6554,20170407LGLT0,20170407,LT,LG,0,B,62528,1,0,0,0, ,0,18,89,23,22,5,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0.0,0.75,0.857142857,0
6555,20170407LGLT0,20170407,LG,LT,0,T,63111,1,0,0,0,W,0,18,98,28,22,5,1,0,1,0,0,1,0,4,0,1,8,1,0,0,0,4,1,1.125,1.636363636,0.857142857,1
6561,20170407NCSK0,20170407,SK,NC,0,B,66859,1,0,0,0, ,0,12,80,19,13,3,0,0,0,1,0,1,0,3,0,2,5,1,0,0,0,1,1,3.0,1.5,2.0,0
6563,20170407NCSK0,20170407,NC,SK,0,T,67948,1,0,0,0,W,0,18,105,25,22,5,0,0,1,1,0,0,0,2,0,1,6,1,0,0,1,3,2,3.0,1.166666667,1.285714286,1
6572,20170407SSKT0,20170407,KT,SS,0,B,67033,1,0,0,0, ,0,21,99,28,27,7,0,0,1,0,1,0,0,1,0,0,5,0,0,0,0,2,2,3.0,1.142857143,0.857142857,1
6574,20170407SSKT0,20170407,SS,KT,0,T,73117,1,0,0,0, ,0,21,89,27,24,5,0,0,0,0,0,1,0,2,0,0,5,1,0,0,0,2,2,2.0,1.0,1.5,0
6579,20170407WOOB0,20170407,OB,WO,0,B,61240,1,0,0,0,L,0,14,91,24,21,7,4,1,1,0,0,0,0,3,0,0,1,0,0,0,0,6,5,6.0,1.9090909090000001,3.75,0
6580,20170407WOOB0,20170407,WO,OB,0,T,62322,1,0,0,0,W,0,19,106,27,25,6,1,0,0,0,0,0,0,1,0,1,5,0,1,0,0,1,1,1.0,1.0,0.375,1
