,시즌,선수코드,선수명,팀코드,팀명,연봉
591,2016,78361,전민수,KT,KT,2700.0
592,2016,78366,민성기,NC,NC,3300.0
593,2016,78454,우동균,SS,삼성,5500.0
594,2016,78467,이영욱,SS,삼성,5500.0
595,2016,78513,전준우,LT,롯데,20500.0
596,2016,78517,하준호,KT,KT,6000.0
597,2016,78536,김대우,LT,롯데,3800.0
598,2016,78548,장성우,KT,KT,6500.0
599,2016,78552,강승현,LT,롯데,2900.0
600,2016,78566,황진수,LT,롯데,2800.0
601,2016,78603,김선빈,HT,KIA,8000.0
602,2016,78629,나지완,HT,KIA,20000.0
603,2016,78643,백용환,HT,KIA,6000.0
604,2016,78666,최용규,HT,KIA,5000.0
605,2016,78739,이희근,KT,KT,4300.0
606,2016,78745,정현석,HH,한화,9500.0
607,2016,78753,김사연,KT,KT,4500.0
608,2016,78756,오선진,HH,한화,8000.0
609,2016,78760,정대훈,HH,한화,5100.0
610,2016,78765,김다원,HT,KIA,7000.0
611,2016,78813,모창민,NC,NC,12500.0
612,2016,78850,오현근,LT,롯데,3000.0
613,2016,78892,윤요섭,KT,KT,6500.0
614,2016,79109,오지환,LG,LG,25000.0
615,2016,79113,문선재,LG,LG,6500.0
616,2016,79130,강지광,WO,키움,2700.0
617,2016,79140,최동환,LG,LG,3500.0
618,2016,79150,정주현,LG,LG,5000.0
619,2016,79191,배우열,KT,KT,3600.0
620,2016,79192,채은성,LG,LG,5500.0
621,2016,79198,윤진호,LG,LG,3300.0
622,2016,79215,박건우,OB,두산,7000.0
623,2016,79222,성영훈,OB,두산,2700.0
624,2016,79229,유희관,OB,두산,40000.0
625,2016,79231,정수빈,OB,두산,28000.0
626,2016,79235,조승수,OB,두산,2900.0
627,2016,79240,허경민,OB,두산,20000.0
628,2016,79290,국해성,OB,두산,3000.0
629,2016,79293,오현택,OB,두산,11000.0
630,2016,79300,김지수,WO,키움,5500.0
631,2016,79334,장영석,WO,키움,3300.0
632,2016,79339,전인환,LG,LG,2700.0
633,2016,79349,고원준,OB,두산,6800.0
634,2016,79356,박헌도,LT,롯데,8000.0
635,2016,79358,강윤구,WO,키움,8000.0
636,2016,79364,김종민,KT,KT,3800.0
637,2016,79365,박동원,WO,키움,14000.0
638,2016,79402,김상수,SS,삼성,31000.0
639,2016,79440,정인욱,SS,삼성,6000.0
640,2016,79448,박민규,SS,삼성,2700.0
641,2016,79453,오정복,KT,KT,8000.0
642,2016,79456,이지영,SS,삼성,21000.0
643,2016,79465,배영섭,SS,삼성,16000.0
644,2016,79535,허준혁,OB,두산,7500.0
645,2016,79544,오장훈,OB,두산,2900.0
646,2016,79545,진명호,LT,롯데,3800.0
647,2016,79608,안치홍,HT,KIA,22000.0
648,2016,79617,정용운,HT,KIA,2800.0
649,2016,79657,박상혁,NC,NC,2700.0
650,2016,79705,김회성,HH,한화,5500.0
651,2016,79748,구본범,HH,한화,2900.0
652,2016,79758,황재규,HH,한화,2700.0
653,2016,79764,장민재,HH,한화,3700.0
654,2016,79791,김동호,SS,삼성,2700.0
655,2016,79840,윤석주,SK,SK,2800.0
656,2016,79847,김태훈,SK,SK,2800.0
657,2016,79869,윤중환,HH,한화,2800.0
658,2016,94629,이호준,NC,NC,75000.0
659,2016,95158,권용관,HH,한화,8000.0
660,2016,95436,이승엽,SS,삼성,100000.0
661,2016,95657,임창용,HT,KIA,30000.0
662,2016,96462,정현욱,LG,LG,40000.0
663,2016,97109,이병규,LG,LG,80000.0
664,2016,97336,최영필,HT,KIA,13000.0
665,2016,97541,이정훈,WO,키움,4900.0
666,2016,98144,조인성,HH,한화,40000.0
667,2016,99152,김광삼,LG,LG,5000.0
668,2016,99222,홍성흔,OB,두산,40000.0
669,2016,99314,송신영,HH,한화,19000.0
670,2016,99445,권오준,SS,삼성,7000.0
671,2016,99563,김사율,KT,KT,20000.0
672,2016,99606,정성훈,LG,LG,50000.0
673,2016,99737,박정진,HH,한화,30000.0
674,2016,99810,이진영,KT,KT,60000.0
675,2017,60100,백창수,LG,LG,4200.0
676,2017,60105,배민관,LG,LG,3000.0
677,2017,60140,신정락,LG,LG,7500.0
678,2017,60146,이승현,SS,삼성,6200.0
679,2017,60164,유경국,LG,LG,3000.0
680,2017,60181,김지용,LG,LG,10000.0
681,2017,60255,장민익,OB,두산,2700.0
682,2017,60263,이재학,NC,NC,20000.0
683,2017,60264,정대현,WO,키움,5500.0
684,2017,60337,김대유,SK,SK,2700.0
685,2017,60339,김건태,WO,키움,4200.0
686,2017,60343,이해창,KT,KT,4500.0
687,2017,60441,임진우,OB,두산,3200.0
688,2017,60456,백상원,SS,삼성,9000.0
689,2017,60457,김현우,SS,삼성,5500.0
690,2017,60464,문선엽,SS,삼성,2700.0
691,2017,60496,김동은,KT,KT,3000.0
692,2017,60523,정훈,LT,롯데,15000.0
693,2017,60558,오태곤,KT,KT,6000.0
694,2017,60559,박시영,LT,롯데,5000.0
695,2017,60566,이상호,NC,NC,4800.0
696,2017,60605,홍재호,HT,KIA,3700.0
697,2017,60634,임기준,HT,KIA,3700.0
698,2017,60636,심동섭,HT,KIA,11000.0
699,2017,60648,이인행,HT,KIA,3100.0
700,2017,60658,최병연,HT,KIA,3300.0
701,2017,60667,이종환,HH,한화,6000.0
702,2017,60693,이준호,HT,KIA,4000.0
703,2017,60713,안승민,HH,한화,7000.0
704,2017,60724,이상훈,KT,KT,3600.0
705,2017,60757,김경태,HH,한화,3200.0
706,2017,60764,김용주,HH,한화,3300.0
707,2017,60768,이태양,HH,한화,8300.0
708,2017,60805,최윤석,HH,한화,5200.0
709,2017,60841,박종훈,SK,SK,10000.0
710,2017,60845,문광은,SK,SK,4500.0
711,2017,60848,최원재,KT,KT,3700.0
712,2017,60865,안정광,KT,KT,2900.0
713,2017,60949,이창호,LG,LG,2700.0
714,2017,61101,임찬규,LG,LG,6500.0
715,2017,61102,유강남,LG,LG,10000.0
716,2017,61104,정병곤,SS,삼성,3500.0
717,2017,61114,김재율,LG,LG,2900.0
718,2017,61156,송윤준,LG,LG,2700.0
719,2017,61186,이천웅,LG,LG,9300.0
720,2017,61197,최영진,SS,삼성,3000.0
721,2017,61204,김동한,LT,롯데,3800.0
722,2017,61208,정진호,OB,두산,4700.0
723,2017,61214,이현호,OB,두산,6000.0
724,2017,61215,안규영,OB,두산,4000.0
725,2017,61240,니퍼트,OB,두산,231000.0
726,2017,61329,윤지웅,LG,LG,9500.0
727,2017,61353,고종욱,WO,키움,12000.0
728,2017,61360,김도현,SK,SK,3200.0
729,2017,61365,김대우,SS,삼성,15000.0
730,2017,61366,홍성갑,WO,키움,3600.0
731,2017,61396,박정준,WO,키움,2700.0
732,2017,61404,김헌곤,SS,삼성,5000.0
733,2017,61411,심창민,SS,삼성,21000.0
734,2017,61456,윤영삼,WO,키움,2900.0
735,2017,61457,임현준,SS,삼성,3200.0
736,2017,61463,김정혁,SS,삼성,4300.0
737,2017,61496,황수범,SS,삼성,2800.0
738,2017,61554,김민하,LT,롯데,3600.0
739,2017,61557,이정담,SK,SK,2800.0
740,2017,61591,김사훈,LT,롯데,2900.0
741,2017,61643,홍건희,HT,KIA,9000.0
742,2017,61652,윤정우,SK,SK,4000.0
743,2017,61666,한승혁,HT,KIA,7500.0
744,2017,61700,강경학,HH,한화,6200.0
745,2017,61742,나성용,SS,삼성,3900.0
746,2017,61743,오준혁,HT,KIA,4200.0
747,2017,61869,정진기,SK,SK,2900.0
748,2017,61891,임정우,LG,LG,22000.0
749,2017,61895,서진용,SK,SK,4000.0
750,2017,61929,채선관,KT,KT,3000.0
751,2017,62007,김지성,HT,KIA,3800.0
752,2017,62016,윤병호,NC,NC,3000.0
753,2017,62025,이원재,NC,NC,2700.0
754,2017,62056,정영일,SK,SK,4000.0
755,2017,62146,최성훈,LG,LG,4500.0
756,2017,62147,조윤준,LG,LG,3000.0
757,2017,62164,서상우,LG,LG,5500.0
758,2017,62234,류지혁,OB,두산,5700.0
759,2017,62244,박세혁,OB,두산,6000.0
760,2017,62265,유민상,KT,KT,4500.0
761,2017,62322,밴헤켄,WO,키움,99000.0
762,2017,62332,김재현,WO,키움,5300.0
763,2017,62338,박종윤,WO,키움,2700.0
764,2017,62353,박정음,WO,키움,6600.0
765,2017,62356,김규민,WO,키움,2700.0
766,2017,62363,한현희,WO,키움,25000.0
767,2017,62404,구자욱,SS,삼성,16000.0
768,2017,62406,성의준,SS,삼성,3500.0
769,2017,62415,박해민,SS,삼성,23000.0
770,2017,62463,이준형,LG,LG,6500.0
771,2017,62499,이현동,SS,삼성,2800.0
772,2017,62528,김원중,LT,롯데,3000.0
773,2017,62556,신본기,LT,롯데,5500.0
774,2017,62559,김상호,LT,롯데,6000.0
775,2017,62595,정태승,LT,롯데,2700.0
776,2017,62637,박지훈,HT,KIA,5000.0
777,2017,62648,김윤동,HT,KIA,4700.0
778,2017,62696,김종훈,HT,KIA,2800.0
779,2017,62698,소사,LG,LG,55000.0
780,2017,62700,하주석,HH,한화,9000.0
781,2017,62754,임기영,HT,KIA,3100.0
782,2017,62768,김원석,HH,한화,3000.0
783,2017,62797,양성우,HH,한화,8000.0
784,2017,62802,박승욱,SK,SK,3500.0
785,2017,62864,김민식,HT,KIA,6000.0
786,2017,62868,임치영,SK,SK,2700.0
787,2017,62869,문승원,SK,SK,4400.0
788,2017,62884,최항,SK,SK,2700.0
789,2017,62892,허건엽,SK,SK,3300.0
790,2017,62893,최정민,HT,KIA,5500.0
791,2017,62895,한동민,SK,SK,7000.0
792,2017,62907,박민우,NC,NC,25000.0
793,2017,62908,황윤호,NC,NC,3000.0
794,2017,62917,강구성,NC,NC,2700.0
795,2017,62921,박헌욱,NC,NC,2700.0
796,2017,62925,강진성,NC,NC,2700.0
797,2017,62926,박세웅,NC,NC,2700.0
798,2017,62927,김태우,NC,NC,2700.0
799,2017,62929,이민호,NC,NC,16000.0
800,2017,62931,노진혁,NC,NC,4000.0
801,2017,62934,김성욱,NC,NC,10000.0
802,2017,62937,신재영,WO,키움,11000.0
803,2017,62947,나성범,NC,NC,35000.0
804,2017,62951,이형범,NC,NC,2700.0
805,2017,62966,최금강,NC,NC,14000.0
806,2017,63027,안성무,SS,삼성,2800.0
807,2017,63077,황목치승,LG,LG,5000.0
808,2017,63088,김진곤,KT,KT,3000.0
809,2017,63104,조근종,KT,KT,2700.0
810,2017,63111,류제국,LG,LG,35000.0
811,2017,63123,강승호,LG,LG,3500.0
812,2017,63148,오상엽,LG,LG,2700.0
813,2017,63202,장승현,OB,두산,2700.0
814,2017,63248,함덕주,OB,두산,7000.0
815,2017,63257,김인태,OB,두산,3000.0
816,2017,63260,이우성,OB,두산,2800.0
817,2017,63339,김민준,WO,키움,2700.0
818,2017,63342,조상우,WO,키움,15000.0
819,2017,63360,장시윤,WO,키움,3600.0
820,2017,63450,정현,KT,KT,2800.0
821,2017,63464,윤대경,SS,삼성,2800.0
822,2017,63512,박진형,LT,롯데,6000.0
823,2017,63550,송주은,LT,롯데,2700.0
824,2017,63554,임종혁,LT,롯데,2900.0
825,2017,63559,백민기,LT,롯데,2900.0
826,2017,63593,조홍석,LT,롯데,2900.0
827,2017,63619,손동욱,WO,키움,2800.0
828,2017,63634,이홍구,SK,SK,10000.0
829,2017,63636,고장혁,HT,KIA,4300.0
830,2017,63704,노수광,SK,SK,6800.0
831,2017,63722,한승택,HT,KIA,3100.0
832,2017,63749,이충호,HH,한화,2700.0
833,2017,63765,김종수,HH,한화,2700.0
834,2017,63894,김정빈,SK,SK,2700.0
835,2017,63903,유영준,NC,NC,2700.0
836,2017,63913,최재원,LG,LG,6500.0
837,2017,63920,김준완,NC,NC,7000.0
838,2017,63938,해커,NC,NC,66000.0
839,2017,63950,장현식,NC,NC,6400.0
840,2017,63959,임정호,NC,NC,8700.0
841,2017,63961,윤호솔,NC,NC,2700.0
842,2017,63963,권희동,NC,NC,6800.0
843,2017,64001,고영표,KT,KT,5200.0
844,2017,64006,심우준,KT,KT,5000.0
845,2017,64017,심재민,KT,KT,5700.0
846,2017,64021,박세웅,LT,롯데,10000.0
847,2017,64022,안중열,LT,롯데,3000.0
848,2017,64029,류희운,KT,KT,3000.0
849,2017,64041,안상빈,KT,KT,3200.0
850,2017,64051,이영준,WO,키움,2700.0
851,2017,64086,신성현,OB,두산,5700.0
852,2017,64100,박재욱,LG,LG,3500.0
853,2017,64115,장준원,LG,LG,3200.0
854,2017,64153,양석환,LG,LG,9000.0
855,2017,64204,홍영현,OB,두산,3100.0
856,2017,64255,한주성,OB,두산,2700.0
857,2017,64259,최병욱,OB,두산,2900.0
858,2017,64266,이성곤,OB,두산,2800.0
859,2017,64267,전용훈,OB,두산,2700.0
860,2017,64288,문진제,OB,두산,2700.0
861,2017,64300,김하성,WO,키움,22000.0
862,2017,64346,임병욱,WO,키움,6500.0
863,2017,64350,하영민,WO,키움,6000.0
864,2017,64396,김윤환,WO,키움,2700.0
865,2017,64462,안규현,SS,삼성,2800.0
866,2017,64464,이수민,SS,삼성,3000.0
867,2017,64498,구준범,SS,삼성,2800.0
868,2017,64557,신원재,LT,롯데,2700.0
869,2017,64596,김유영,LT,롯데,3400.0
870,2017,64610,강한울,SS,삼성,9000.0
871,2017,64706,이창열,HH,한화,3200.0
872,2017,64717,지성준,HH,한화,3000.0
873,2017,64724,박준혁,HH,한화,2900.0
874,2017,64759,서균,HH,한화,2700.0
875,2017,64760,황영국,HH,한화,2700.0
876,2017,64764,박한길,LT,롯데,3500.0
877,2017,64793,김민수,SS,삼성,3000.0
878,2017,64861,이건욱,SK,SK,2700.0
879,2017,64868,조용호,SK,SK,3100.0
880,2017,64907,강장산,KT,KT,3000.0
881,2017,64944,박광열,NC,NC,3000.0
882,2017,64995,배재환,NC,NC,4000.0
883,2017,65040,김태훈,KT,KT,3000.0
884,2017,65042,홍성무,KT,KT,3000.0
885,2017,65044,김만수,KT,KT,3000.0
886,2017,65056,엄상백,KT,KT,5300.0
887,2017,65057,이창재,KT,KT,5200.0
888,2017,65058,정성곤,KT,KT,3300.0
889,2017,65060,주권,KT,KT,7500.0
890,2017,65062,김재윤,KT,KT,9000.0
891,2017,65064,윤수호,NC,NC,2700.0
892,2017,65067,조무근,KT,KT,5700.0
893,2017,65096,정주후,KT,KT,2900.0
894,2017,65103,히메네스,LG,LG,77000.0
895,2017,65109,백승현,LG,LG,2700.0
896,2017,65115,안익훈,LG,LG,5000.0
897,2017,65157,최민창,LG,LG,2700.0
898,2017,65264,남경호,OB,두산,2800.0
899,2017,65269,김민혁,OB,두산,2700.0
900,2017,65293,정진철,OB,두산,2700.0
901,2017,65320,최원태,WO,키움,4500.0
902,2017,65331,피어밴드,KT,KT,38500.0
903,2017,65343,김택형,SK,SK,4400.0
904,2017,65345,김해수,WO,키움,2700.0
905,2017,65348,박주현,WO,키움,5500.0
906,2017,65357,송성문,WO,키움,3000.0
907,2017,65362,송우현,WO,키움,2700.0
908,2017,65368,정용준,WO,키움,2700.0
909,2017,65392,김정인,WO,키움,3000.0
910,2017,65399,허정협,WO,키움,3300.0
911,2017,65405,윤영수,SS,삼성,2900.0
912,2017,65412,권정웅,SS,삼성,3000.0
913,2017,65447,최민구,SS,삼성,2800.0
914,2017,65464,최정용,SK,SK,3500.0
915,2017,65506,김재유,LT,롯데,3000.0
916,2017,65509,차재용,LT,롯데,2800.0
917,2017,65513,김대륙,LT,롯데,3400.0
918,2017,65514,강동관,LT,롯데,2700.0
919,2017,65516,배제성,KT,KT,2700.0
920,2017,65543,린드블럼,LT,롯데,52250.0
921,2017,65546,레일리,LT,롯데,93500.0
922,2017,65616,이민우,HT,KIA,2700.0
923,2017,65643,문경찬,HT,KIA,3100.0
924,2017,65653,김호령,HT,KIA,9500.0
925,2017,65696,김명찬,HT,KIA,3200.0
926,2017,65764,김민우,HH,한화,3800.0
927,2017,65769,김범수,HH,한화,3300.0
928,2017,65844,박세웅,SK,SK,2700.0
929,2017,65856,켈리,SK,SK,93500.0
930,2017,65896,허웅,SK,SK,2700.0
931,2017,65898,김웅빈,WO,키움,3000.0
932,2017,65908,류재인,NC,NC,2700.0
933,2017,65933,구창모,NC,NC,5700.0
934,2017,66005,임성재,KT,KT,2900.0
935,2017,66023,강승훈,KT,KT,2700.0
936,2017,66047,박세진,KT,KT,3000.0
937,2017,66052,남태혁,KT,KT,3000.0
938,2017,66098,김도영,KT,KT,2700.0
939,2017,66112,김기연,LG,LG,2700.0
940,2017,66138,허프,LG,LG,110000.0
941,2017,66145,김대현,LG,LG,3000.0
942,2017,66160,유재유,LG,LG,3000.0
943,2017,66162,김주성,LG,LG,2700.0
944,2017,66201,고봉재,OB,두산,4400.0
945,2017,66203,서예일,OB,두산,3100.0
946,2017,66207,황경태,OB,두산,2700.0
947,2017,66209,조수행,OB,두산,3600.0
948,2017,66226,보우덴,OB,두산,121000.0
949,2017,66244,에반스,OB,두산,74800.0
950,2017,66291,이영하,OB,두산,2700.0
951,2017,66302,채상현,WO,키움,2700.0
952,2017,66305,박승주,WO,키움,2700.0
953,2017,66306,대니돈,WO,키움,71500.0
954,2017,66309,김홍빈,WO,키움,2700.0
955,2017,66354,주효상,WO,키움,3000.0
956,2017,66357,안현석,WO,키움,2700.0
957,2017,66359,유재훈,WO,키움,2700.0
958,2017,66367,안정훈,WO,키움,2700.0
959,2017,66397,김성현,WO,키움,2700.0
960,2017,66398,이찬석,WO,키움,2700.0
961,2017,66399,김성택,WO,키움,2700.0
962,2017,66406,안주형,SS,삼성,2700.0
963,2017,66409,이성규,SS,삼성,3000.0
964,2017,66444,이케빈,SS,삼성,2700.0
965,2017,66451,최충연,SS,삼성,3000.0
966,2017,66462,김성훈,SS,삼성,2700.0
967,2017,66469,황선도,SS,삼성,2800.0
968,2017,66492,김승현,SS,삼성,2900.0
969,2017,66493,임대한,SS,삼성,3700.0
970,2017,66504,이석훈,LT,롯데,2700.0
971,2017,66508,나경민,LT,롯데,3600.0
972,2017,66563,김영일,LT,롯데,2700.0
973,2017,66565,김성재,LT,롯데,2900.0
974,2017,66569,김남길,LT,롯데,2700.0
975,2017,66606,최원준,HT,KIA,3100.0
976,2017,66614,김규성,HT,KIA,2800.0
977,2017,66615,류승현,HT,KIA,2800.0
978,2017,66630,김현준,HT,KIA,2800.0
979,2017,66643,헥터,HT,KIA,187000.0
980,2017,66657,이진영,HT,KIA,3000.0
981,2017,66659,정동현,HT,KIA,3000.0
982,2017,66660,남재현,HT,KIA,2800.0
983,2017,66662,신범수,HT,KIA,2800.0
984,2017,66702,이동훈,HH,한화,2800.0
985,2017,66704,김태연,HH,한화,2700.0
986,2017,66705,권용우,HH,한화,2700.0
987,2017,66707,박상언,HH,한화,2700.0
988,2017,66710,강상원,HH,한화,2700.0
989,2017,66716,정경운,HH,한화,2700.0
990,2017,66740,로사리오,HH,한화,165000.0
991,2017,66741,김재영,HH,한화,3000.0
992,2017,66749,김주현,HH,한화,2800.0
993,2017,66801,김찬호,SK,SK,2900.0
994,2017,66804,노관현,HT,KIA,2700.0
995,2017,66833,임석진,SK,SK,2700.0
996,2017,66838,김동엽,SK,SK,4700.0
997,2017,66858,정동윤,SK,SK,2700.0
998,2017,66859,김주한,SK,SK,5700.0
999,2017,66864,안상현,SK,SK,2700.0
1000,2017,66917,김찬형,NC,NC,2700.0
1001,2017,66920,최성영,NC,NC,2900.0
1002,2017,66928,박준영,NC,NC,4000.0
1003,2017,66960,정수민,NC,NC,3700.0
1004,2017,66965,도태훈,NC,NC,2700.0
1005,2017,66968,이재율,NC,NC,3000.0
1006,2017,66992,조원빈,NC,NC,2700.0
1007,2017,67005,홍현빈,KT,KT,2700.0
1008,2017,67006,안치영,KT,KT,2700.0
1009,2017,67024,모넬,KT,KT,49500.0
1010,2017,67025,로하스,KT,KT,33000.0
1011,2017,67033,로치,KT,KT,71500.0
1012,2017,67045,조병욱,KT,KT,2700.0
1013,2017,67048,이정현,KT,KT,2700.0
1014,2017,67066,이종혁,KT,KT,2700.0
1015,2017,67092,이재근,KT,KT,2700.0
1016,2017,67119,고우석,LG,LG,2700.0
1017,2017,67134,로니,LG,LG,27500.0
1018,2017,67143,손주영,LG,LG,2700.0
1019,2017,67159,이창율,LG,LG,2700.0
1020,2017,67164,이찬혁,LG,LG,2700.0
1021,2017,67168,박부성,LG,LG,2700.0
1022,2017,67169,김성협,LG,LG,2700.0
1023,2017,67202,박유연,OB,두산,2700.0
1024,2017,67207,이병휘,OB,두산,2700.0
1025,2017,67246,김명신,OB,두산,2700.0
1026,2017,67259,문대원,OB,두산,2700.0
1027,2017,67260,지윤,OB,두산,2700.0
1028,2017,67262,박찬범,OB,두산,2700.0
1029,2017,67264,박성환,OB,두산,2700.0
1030,2017,67265,백민규,OB,두산,2700.0
1031,2017,67266,박치국,OB,두산,2700.0
1032,2017,67269,전태준,OB,두산,2700.0
1033,2017,67304,김혜성,WO,키움,2700.0
1034,2017,67312,오설리반,WO,키움,121000.0
1035,2017,67313,브리검,WO,키움,49500.0
1036,2017,67341,이정후,WO,키움,2700.0
1037,2017,67360,오윤성,WO,키움,2700.0
1038,2017,67394,초이스,WO,키움,16500.0
1039,2017,67421,최지광,SS,삼성,2700.0
1040,2017,67423,레나도,SS,삼성,115500.0
1041,2017,67435,페트릭,SS,삼성,49500.0
1042,2017,67443,장지훈,SS,삼성,2700.0
1043,2017,67449,김성윤,SS,삼성,2700.0
1044,2017,67450,러프,SS,삼성,121000.0
1045,2017,67454,나원탁,SS,삼성,2700.0
1046,2017,67467,김시현,SS,삼성,2700.0
1047,2017,67504,김민수,LT,롯데,2700.0
1048,2017,67539,나종덕,LT,롯데,2700.0
1049,2017,67558,마켈,LT,롯데,55000.0
1050,2017,67559,애디튼,LT,롯데,38500.0
1051,2017,67569,이지원,LT,롯데,2700.0
1052,2017,67588,윤성빈,LT,롯데,2700.0
1053,2017,67591,강동호,LT,롯데,2700.0
1054,2017,67598,번즈,LT,롯데,66000.0
1055,2017,67610,김석환,HT,KIA,2700.0
1056,2017,67640,유승철,HT,KIA,2700.0
1057,2017,67644,이정훈,HT,KIA,2700.0
1058,2017,67645,팻딘,HT,KIA,77000.0
1059,2017,67646,박진태,HT,KIA,2700.0
1060,2017,67650,버나디나,HT,KIA,82500.0
1061,2017,67668,정윤환,HT,KIA,2700.0
1062,2017,67703,박상원,HH,한화,2700.0
1063,2017,67708,김지훈,HH,한화,2700.0
1064,2017,67737,김진영,HH,한화,2700.0
1065,2017,67742,비야누에바,HH,한화,110000.0
1066,2017,67748,오간도,HH,한화,143000.0
1067,2017,67762,김성훈,HH,한화,2700.0
1068,2017,67768,김병현,HH,한화,2700.0
1069,2017,67815,다이아몬드,SK,SK,66000.0
1070,2017,67827,워스,SK,SK,77000.0
1071,2017,67828,김성민,WO,키움,2700.0
1072,2017,67840,남윤성,SK,SK,2700.0
1073,2017,67863,이원준,SK,SK,2700.0
1074,2017,67872,로맥,SK,SK,33000.0
1075,2017,67893,박성한,SK,SK,2700.0
1076,2017,67894,권기영,SK,SK,2700.0
1077,2017,67900,김민수,NC,NC,2700.0
1078,2017,67901,김호민,NC,NC,2700.0
1079,2017,67902,강병무,NC,NC,2700.0
1080,2017,67935,스크럭스,NC,NC,77000.0
1081,2017,67944,신진호,NC,NC,2700.0
1082,2017,67948,맨쉽,NC,NC,176000.0
1083,2017,67954,김진호,NC,NC,2700.0
1084,2017,67956,김태현,NC,NC,2700.0
1085,2017,67962,소이현,NC,NC,2700.0
1086,2017,67991,권법수,NC,NC,2700.0
1087,2017,67993,이재용,NC,NC,2700.0
1088,2017,70142,김광수,HT,KIA,11000.0
1089,2017,70410,김주찬,HT,KIA,60000.0
1090,2017,70425,배영수,HH,한화,55000.0
1091,2017,70553,박기혁,KT,KT,15000.0
1092,2017,70615,강영식,LT,롯데,30000.0
1093,2017,70646,김상현,KT,KT,20000.0
1094,2017,70756,이범호,HT,KIA,65000.0
1095,2017,70839,신승현,LG,LG,10000.0
1096,2017,71118,이동현,LG,LG,60000.0
1097,2017,71184,이성우,SK,SK,6000.0
1098,2017,71207,김원섭,HT,KIA,9000.0
1099,2017,71260,이재우,HH,한화,7500.0
1100,2017,71347,장민석,HH,한화,10000.0
1101,2017,71432,박한이,SS,삼성,45000.0
1102,2017,71552,최준석,LT,롯데,40000.0
1103,2017,71562,박종윤,LT,롯데,9100.0
1104,2017,71564,이대호,LT,롯데,250000.0
1105,2017,71565,이우민,LT,롯데,6000.0
1106,2017,71610,김경언,HH,한화,20000.0
1107,2017,71752,김태균,HH,한화,160000.0
1108,2017,71801,정대현,LT,롯데,12000.0
1109,2017,71837,김강민,SK,SK,60000.0
1110,2017,71842,정상호,LG,LG,50000.0
1111,2017,71845,채병용,SK,SK,25000.0
1112,2017,71848,조동화,SK,SK,30000.0
1113,2017,71857,박재상,SK,SK,25000.0
1114,2017,72133,박용택,LG,LG,80000.0
1115,2017,72261,황덕균,WO,키움,3500.0
1116,2017,72321,배힘찬,HT,KIA,3300.0
1117,2017,72324,허웅,SK,SK,4000.0
1118,2017,72443,최형우,HT,KIA,150000.0
1119,2017,72447,권혁,HH,한화,45000.0
1120,2017,72456,손주인,LG,LG,20000.0
1121,2017,72466,조동찬,SS,삼성,40000.0
1122,2017,72523,고효준,HT,KIA,8000.0
1123,2017,72535,이명우,LT,롯데,11000.0
1124,2017,72546,문규현,LT,롯데,12000.0
1125,2017,72551,이정민,LT,롯데,15000.0
1126,2017,72559,신종길,HT,KIA,9800.0
1127,2017,72641,김진우,HT,KIA,12000.0
1128,2017,72649,신용운,SS,삼성,5500.0
1129,2017,72749,마정길,WO,키움,20000.0
1130,2017,72860,이대수,SK,SK,35000.0
1131,2017,72862,윤길현,LT,롯데,50000.0
1132,2017,73113,박경수,KT,KT,23000.0
1133,2017,73117,우규민,SS,삼성,70000.0
1134,2017,73136,이성열,HH,한화,23000.0
1135,2017,73153,이대형,KT,KT,30000.0
1136,2017,73209,나주환,SK,SK,15000.0
1137,2017,73211,노경은,LT,롯데,16000.0
1138,2017,73213,손시헌,NC,NC,40000.0
1139,2017,73226,김성배,OB,두산,15000.0
1140,2017,73248,김승회,OB,두산,10000.0
1141,2017,73306,지석훈,NC,NC,14900.0
1142,2017,73339,이종욱,NC,NC,50000.0
1143,2017,73342,이택근,WO,키움,50000.0
1144,2017,73602,차일목,HH,한화,17000.0
1145,2017,73606,서동욱,HT,KIA,15000.0
1146,2017,73632,임준혁,SK,SK,10000.0
1147,2017,73725,이양기,HH,한화,5700.0
1148,2017,73738,안영명,HH,한화,20000.0
1149,2017,73750,윤규진,HH,한화,18000.0
1150,2017,73801,송은범,HH,한화,45000.0
1151,2017,73824,최경철,SS,삼성,10000.0
1152,2017,74139,장진용,LG,LG,5000.0
1153,2017,74163,이용규,HH,한화,90000.0
1154,2017,74167,심수창,HH,한화,25000.0
1155,2017,74206,김재호,OB,두산,65000.0
1156,2017,74215,윤석민,KT,KT,21000.0
1157,2017,74339,유한준,KT,KT,60000.0
1158,2017,74358,조평호,NC,NC,3500.0
1159,2017,74359,오주원,WO,키움,12000.0
1160,2017,74454,윤성환,SS,삼성,80000.0
1161,2017,74465,박석민,NC,NC,75000.0
1162,2017,74513,장원준,OB,두산,100000.0
1163,2017,74540,강민호,LT,롯데,100000.0
1164,2017,74543,최대성,KT,KT,4000.0
1165,2017,74605,김주형,HT,KIA,11000.0
1166,2017,74630,박근홍,SS,삼성,10000.0
1167,2017,74729,최진행,HH,한화,17000.0
1168,2017,74731,송창식,HH,한화,22000.0
1169,2017,74748,정재원,HH,한화,4000.0
1170,2017,74823,임훈,LG,LG,10000.0
1171,2017,74838,윤희상,SK,SK,15000.0
1172,2017,74846,박정권,SK,SK,40000.0
1173,2017,74857,정우람,HH,한화,120000.0
1174,2017,75138,신재웅,SK,SK,12000.0
